test,num_obes
random--la11,1
random--la18,1
random--la111,1
random--la109,1
random--la1018,0
random--la219,1
random--la222,0
random--la31,1
random--la322,1
random--la412,1
random--la53,1
random--la510,1
random--la511,1
random--la61,1
random--la616,0
random--la617,1
random--la619,1
random--la625,0
random--la79,1
random--la711,0
random--la714,1
random--la811,1
random--la813,0
random--la820,0
random--la821,0
random--la822,0
random--la912,0
random--la914,1
random--la921,0
random--la922,1
