road,one-plus-o243,random--la112,random--la114,random--la104,random--la1018,random--la1021,random--la23,random--la213,random--la218,random--la35,random--la318,random--la44,random--la46,random--la430,random--la438,random--la519,random--la532,random--la62,random--la621,random--la631,random--la638,random--la657,random--la660,random--la712,random--la724,random--la86,random--la87,random--la93,random--la94,random--la910
one-plus-o243,1.0,0.7421875,0.7265625,0.77734375,0.71875,0.75390625,0.76171875,0.76953125,0.79296875,0.74609375,0.7109375,0.76171875,0.78125,0.71875,0.73828125,0.77734375,0.7890625,0.734375,0.76953125,0.69140625,0.7421875,0.7421875,0.75390625,0.7109375,0.71875,0.76953125,0.7265625,0.7734375,0.7265625,0.71875
random--la112,0.7421875,1.0,0.7421875,0.75390625,0.7578125,0.80078125,0.75390625,0.77734375,0.81640625,0.79296875,0.75,0.77734375,0.8046875,0.765625,0.75390625,0.73828125,0.8203125,0.734375,0.76953125,0.67578125,0.765625,0.7734375,0.79296875,0.75,0.7109375,0.71484375,0.7421875,0.796875,0.796875,0.7421875
random--la114,0.7265625,0.7421875,1.0,0.80078125,0.71875,0.73828125,0.87109375,0.81640625,0.78515625,0.74609375,0.75,0.73828125,0.7421875,0.8046875,0.80078125,0.80078125,0.8359375,0.8359375,0.74609375,0.70703125,0.8359375,0.8359375,0.76171875,0.7734375,0.7578125,0.75390625,0.796875,0.7890625,0.8125,0.8046875
random--la104,0.77734375,0.75390625,0.80078125,1.0,0.76171875,0.7890625,0.8125,0.8125,0.8515625,0.796875,0.80859375,0.8046875,0.83203125,0.81640625,0.8046875,0.828125,0.81640625,0.79296875,0.78125,0.71875,0.78515625,0.80078125,0.8046875,0.79296875,0.71484375,0.78125,0.80859375,0.80859375,0.79296875,0.76171875
random--la1018,0.71875,0.7578125,0.71875,0.76171875,1.0,0.73828125,0.73046875,0.76953125,0.76953125,0.73828125,0.7421875,0.77734375,0.78125,0.7421875,0.79296875,0.74609375,0.765625,0.7421875,0.76953125,0.72265625,0.7734375,0.7578125,0.76953125,0.7734375,0.6875,0.74609375,0.734375,0.7578125,0.7734375,0.71875
random--la1021,0.75390625,0.80078125,0.73828125,0.7890625,0.73828125,1.0,0.7578125,0.7578125,0.7890625,0.796875,0.75390625,0.7890625,0.82421875,0.75390625,0.78125,0.75,0.79296875,0.75390625,0.828125,0.65625,0.74609375,0.76953125,0.7890625,0.71484375,0.70703125,0.7421875,0.76171875,0.82421875,0.75390625,0.76171875
random--la23,0.76171875,0.75390625,0.87109375,0.8125,0.73046875,0.7578125,1.0,0.8203125,0.8046875,0.78125,0.76171875,0.7578125,0.76953125,0.79296875,0.78125,0.8203125,0.82421875,0.85546875,0.7734375,0.7109375,0.84765625,0.83984375,0.8046875,0.76953125,0.74609375,0.765625,0.81640625,0.83203125,0.81640625,0.83984375
random--la213,0.76953125,0.77734375,0.81640625,0.8125,0.76953125,0.7578125,0.8203125,1.0,0.828125,0.7734375,0.76171875,0.7890625,0.80859375,0.79296875,0.765625,0.78125,0.83203125,0.80078125,0.7890625,0.7734375,0.79296875,0.80859375,0.78125,0.73828125,0.76171875,0.8046875,0.83984375,0.82421875,0.81640625,0.83984375
random--la218,0.79296875,0.81640625,0.78515625,0.8515625,0.76953125,0.7890625,0.8046875,0.828125,1.0,0.8203125,0.80078125,0.8359375,0.80859375,0.83203125,0.765625,0.8203125,0.83984375,0.80859375,0.7890625,0.6875,0.79296875,0.76953125,0.828125,0.78515625,0.71484375,0.796875,0.83203125,0.84765625,0.81640625,0.78515625
random--la35,0.74609375,0.79296875,0.74609375,0.796875,0.73828125,0.796875,0.78125,0.7734375,0.8203125,1.0,0.76953125,0.765625,0.80859375,0.81640625,0.7265625,0.78125,0.74609375,0.76953125,0.7578125,0.6640625,0.80859375,0.79296875,0.7890625,0.73046875,0.73046875,0.7578125,0.80078125,0.78515625,0.73828125,0.77734375
