road,one-plus-o243,random--la112,random--la114,random--la104,random--la1018,random--la1021,random--la23,random--la213,random--la218,random--la35,random--la318,random--la44,random--la46,random--la430,random--la438,random--la519,random--la532,random--la62,random--la621,random--la631,random--la638,random--la657,random--la660,random--la712,random--la724,random--la86,random--la87,random--la93,random--la94,random--la910
one-plus-o243,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la112,0.875,1.0,0.75,0.8125,0.875,0.875,0.625,0.875,0.875,0.875,0.875,0.875,0.875,0.75,1.0,0.8125,0.875,0.6875,0.875,0.875,0.625,0.75,0.875,0.75,0.875,0.875,0.875,0.75,0.8125,0.9375
random--la114,0.75,0.75,1.0,0.8125,0.75,0.75,0.875,0.875,0.75,0.75,0.75,0.75,0.75,0.875,0.75,0.8125,0.75,0.9375,0.75,0.875,0.75,0.875,0.875,0.875,0.75,0.75,0.75,0.875,0.8125,0.8125
random--la104,0.9375,0.8125,0.8125,1.0,0.9375,0.9375,0.8125,0.9375,0.9375,0.8125,0.8125,0.9375,0.9375,0.9375,0.8125,1.0,0.9375,0.875,0.9375,0.9375,0.6875,0.9375,0.9375,0.9375,0.8125,0.8125,0.8125,0.9375,1.0,0.875
random--la1018,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la1021,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la23,0.75,0.625,0.875,0.8125,0.75,0.75,1.0,0.75,0.75,0.625,0.625,0.75,0.75,0.875,0.625,0.8125,0.75,0.9375,0.75,0.75,0.875,0.875,0.75,0.875,0.625,0.625,0.625,0.875,0.8125,0.6875
random--la213,0.875,0.875,0.875,0.9375,0.875,0.875,0.75,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.875,0.8125,0.875,1.0,0.625,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la218,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la35,0.875,0.875,0.75,0.8125,0.875,0.875,0.625,0.875,0.875,1.0,1.0,0.875,0.875,0.75,0.875,0.8125,0.875,0.6875,0.875,0.875,0.625,0.75,0.875,0.75,1.0,1.0,1.0,0.75,0.8125,0.9375
random--la318,0.875,0.875,0.75,0.8125,0.875,0.875,0.625,0.875,0.875,1.0,1.0,0.875,0.875,0.75,0.875,0.8125,0.875,0.6875,0.875,0.875,0.625,0.75,0.875,0.75,1.0,1.0,1.0,0.75,0.8125,0.9375
random--la44,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la46,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la430,0.875,0.75,0.875,0.9375,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.875,0.875,1.0,0.75,0.9375,0.875,0.9375,0.875,0.875,0.75,1.0,0.875,1.0,0.75,0.75,0.75,1.0,0.9375,0.8125
random--la438,0.875,1.0,0.75,0.8125,0.875,0.875,0.625,0.875,0.875,0.875,0.875,0.875,0.875,0.75,1.0,0.8125,0.875,0.6875,0.875,0.875,0.625,0.75,0.875,0.75,0.875,0.875,0.875,0.75,0.8125,0.9375
random--la519,0.9375,0.8125,0.8125,1.0,0.9375,0.9375,0.8125,0.9375,0.9375,0.8125,0.8125,0.9375,0.9375,0.9375,0.8125,1.0,0.9375,0.875,0.9375,0.9375,0.6875,0.9375,0.9375,0.9375,0.8125,0.8125,0.8125,0.9375,1.0,0.875
random--la532,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la62,0.8125,0.6875,0.9375,0.875,0.8125,0.8125,0.9375,0.8125,0.8125,0.6875,0.6875,0.8125,0.8125,0.9375,0.6875,0.875,0.8125,1.0,0.8125,0.8125,0.8125,0.9375,0.8125,0.9375,0.6875,0.6875,0.6875,0.9375,0.875,0.75
random--la621,1.0,0.875,0.75,0.9375,1.0,1.0,0.75,0.875,1.0,0.875,0.875,1.0,1.0,0.875,0.875,0.9375,1.0,0.8125,1.0,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la631,0.875,0.875,0.875,0.9375,0.875,0.875,0.75,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.875,0.8125,0.875,1.0,0.625,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la638,0.75,0.625,0.75,0.6875,0.75,0.75,0.875,0.625,0.75,0.625,0.625,0.75,0.75,0.75,0.625,0.6875,0.75,0.8125,0.75,0.625,1.0,0.75,0.625,0.75,0.625,0.625,0.625,0.75,0.6875,0.6875
random--la657,0.875,0.75,0.875,0.9375,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.875,0.875,1.0,0.75,0.9375,0.875,0.9375,0.875,0.875,0.75,1.0,0.875,1.0,0.75,0.75,0.75,1.0,0.9375,0.8125
random--la660,0.875,0.875,0.875,0.9375,0.875,0.875,0.75,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.875,0.8125,0.875,1.0,0.625,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375
random--la712,0.875,0.75,0.875,0.9375,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.875,0.875,1.0,0.75,0.9375,0.875,0.9375,0.875,0.875,0.75,1.0,0.875,1.0,0.75,0.75,0.75,1.0,0.9375,0.8125
random--la724,0.875,0.875,0.75,0.8125,0.875,0.875,0.625,0.875,0.875,1.0,1.0,0.875,0.875,0.75,0.875,0.8125,0.875,0.6875,0.875,0.875,0.625,0.75,0.875,0.75,1.0,1.0,1.0,0.75,0.8125,0.9375
random--la86,0.875,0.875,0.75,0.8125,0.875,0.875,0.625,0.875,0.875,1.0,1.0,0.875,0.875,0.75,0.875,0.8125,0.875,0.6875,0.875,0.875,0.625,0.75,0.875,0.75,1.0,1.0,1.0,0.75,0.8125,0.9375
random--la87,0.875,0.875,0.75,0.8125,0.875,0.875,0.625,0.875,0.875,1.0,1.0,0.875,0.875,0.75,0.875,0.8125,0.875,0.6875,0.875,0.875,0.625,0.75,0.875,0.75,1.0,1.0,1.0,0.75,0.8125,0.9375
random--la93,0.875,0.75,0.875,0.9375,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.875,0.875,1.0,0.75,0.9375,0.875,0.9375,0.875,0.875,0.75,1.0,0.875,1.0,0.75,0.75,0.75,1.0,0.9375,0.8125
random--la94,0.9375,0.8125,0.8125,1.0,0.9375,0.9375,0.8125,0.9375,0.9375,0.8125,0.8125,0.9375,0.9375,0.9375,0.8125,1.0,0.9375,0.875,0.9375,0.9375,0.6875,0.9375,0.9375,0.9375,0.8125,0.8125,0.8125,0.9375,1.0,0.875
random--la910,0.9375,0.9375,0.8125,0.875,0.9375,0.9375,0.6875,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.8125,0.9375,0.875,0.9375,0.75,0.9375,0.9375,0.6875,0.8125,0.9375,0.8125,0.9375,0.9375,0.9375,0.8125,0.875,1.0
