road,random--la17,random--la19,random--la107,random--la1010,random--la1014,random--la24,random--la218,random--la219,random--la223,random--la231,random--la33,random--la42,random--la43,random--la412,random--la413,random--la423,random--la427,random--la431,random--la435,random--la54,random--la623,random--la74,random--la712,random--la729,random--la731,random--la86,random--la87,random--la828,random--la910,random--la924
random--la17,1.0,0.75,0.625,0.75,0.9375,0.875,0.6875,0.5625,0.875,0.6875,1.0,0.6875,0.75,0.9375,0.4375,0.75,0.9375,0.6875,0.875,0.4375,0.9375,1.0,0.5625,0.8125,0.8125,0.5625,0.9375,0.6875,0.5625,0.75
random--la19,0.75,1.0,0.625,0.875,0.8125,0.625,0.5625,0.6875,0.875,0.5625,0.75,0.5625,0.5,0.8125,0.5625,0.5,0.8125,0.5625,0.625,0.6875,0.8125,0.75,0.6875,0.5625,0.6875,0.6875,0.8125,0.9375,0.6875,0.5
random--la107,0.625,0.625,1.0,0.75,0.5625,0.75,0.6875,0.8125,0.625,0.6875,0.625,0.6875,0.625,0.6875,0.8125,0.625,0.6875,0.6875,0.75,0.6875,0.6875,0.625,0.6875,0.6875,0.8125,0.6875,0.6875,0.6875,0.6875,0.625
random--la1010,0.75,0.875,0.75,1.0,0.6875,0.625,0.5625,0.8125,0.75,0.5625,0.75,0.5625,0.5,0.8125,0.6875,0.5,0.8125,0.5625,0.625,0.6875,0.8125,0.75,0.8125,0.5625,0.6875,0.6875,0.8125,0.9375,0.8125,0.5
random--la1014,0.9375,0.8125,0.5625,0.6875,1.0,0.8125,0.625,0.5,0.9375,0.625,0.9375,0.625,0.6875,0.875,0.375,0.6875,0.875,0.625,0.8125,0.5,0.875,0.9375,0.5,0.75,0.75,0.5,0.875,0.75,0.5,0.6875
random--la24,0.875,0.625,0.75,0.625,0.8125,1.0,0.8125,0.6875,0.75,0.8125,0.875,0.8125,0.875,0.8125,0.5625,0.875,0.8125,0.8125,1.0,0.4375,0.8125,0.875,0.4375,0.9375,0.9375,0.6875,0.8125,0.5625,0.4375,0.875
random--la218,0.6875,0.5625,0.6875,0.5625,0.625,0.8125,1.0,0.75,0.6875,1.0,0.6875,1.0,0.9375,0.75,0.625,0.9375,0.75,1.0,0.8125,0.5,0.75,0.6875,0.375,0.875,0.875,0.875,0.75,0.5,0.375,0.9375
random--la219,0.5625,0.6875,0.8125,0.8125,0.5,0.6875,0.75,1.0,0.5625,0.75,0.5625,0.75,0.6875,0.625,0.875,0.6875,0.625,0.75,0.6875,0.75,0.625,0.5625,0.625,0.75,0.75,0.875,0.625,0.75,0.625,0.6875
random--la223,0.875,0.875,0.625,0.75,0.9375,0.75,0.6875,0.5625,1.0,0.6875,0.875,0.6875,0.625,0.9375,0.4375,0.625,0.9375,0.6875,0.75,0.5625,0.9375,0.875,0.5625,0.6875,0.8125,0.5625,0.9375,0.8125,0.5625,0.625
random--la231,0.6875,0.5625,0.6875,0.5625,0.625,0.8125,1.0,0.75,0.6875,1.0,0.6875,1.0,0.9375,0.75,0.625,0.9375,0.75,1.0,0.8125,0.5,0.75,0.6875,0.375,0.875,0.875,0.875,0.75,0.5,0.375,0.9375
random--la33,1.0,0.75,0.625,0.75,0.9375,0.875,0.6875,0.5625,0.875,0.6875,1.0,0.6875,0.75,0.9375,0.4375,0.75,0.9375,0.6875,0.875,0.4375,0.9375,1.0,0.5625,0.8125,0.8125,0.5625,0.9375,0.6875,0.5625,0.75
random--la42,0.6875,0.5625,0.6875,0.5625,0.625,0.8125,1.0,0.75,0.6875,1.0,0.6875,1.0,0.9375,0.75,0.625,0.9375,0.75,1.0,0.8125,0.5,0.75,0.6875,0.375,0.875,0.875,0.875,0.75,0.5,0.375,0.9375
random--la43,0.75,0.5,0.625,0.5,0.6875,0.875,0.9375,0.6875,0.625,0.9375,0.75,0.9375,1.0,0.6875,0.5625,1.0,0.6875,0.9375,0.875,0.4375,0.6875,0.75,0.3125,0.9375,0.8125,0.8125,0.6875,0.4375,0.3125,1.0
random--la412,0.9375,0.8125,0.6875,0.8125,0.875,0.8125,0.75,0.625,0.9375,0.75,0.9375,0.75,0.6875,1.0,0.5,0.6875,1.0,0.75,0.8125,0.5,1.0,0.9375,0.625,0.75,0.875,0.625,1.0,0.75,0.625,0.6875
random--la413,0.4375,0.5625,0.8125,0.6875,0.375,0.5625,0.625,0.875,0.4375,0.625,0.4375,0.625,0.5625,0.5,1.0,0.5625,0.5,0.625,0.5625,0.875,0.5,0.4375,0.75,0.625,0.625,0.75,0.5,0.625,0.75,0.5625
random--la423,0.75,0.5,0.625,0.5,0.6875,0.875,0.9375,0.6875,0.625,0.9375,0.75,0.9375,1.0,0.6875,0.5625,1.0,0.6875,0.9375,0.875,0.4375,0.6875,0.75,0.3125,0.9375,0.8125,0.8125,0.6875,0.4375,0.3125,1.0
random--la427,0.9375,0.8125,0.6875,0.8125,0.875,0.8125,0.75,0.625,0.9375,0.75,0.9375,0.75,0.6875,1.0,0.5,0.6875,1.0,0.75,0.8125,0.5,1.0,0.9375,0.625,0.75,0.875,0.625,1.0,0.75,0.625,0.6875
random--la431,0.6875,0.5625,0.6875,0.5625,0.625,0.8125,1.0,0.75,0.6875,1.0,0.6875,1.0,0.9375,0.75,0.625,0.9375,0.75,1.0,0.8125,0.5,0.75,0.6875,0.375,0.875,0.875,0.875,0.75,0.5,0.375,0.9375
random--la435,0.875,0.625,0.75,0.625,0.8125,1.0,0.8125,0.6875,0.75,0.8125,0.875,0.8125,0.875,0.8125,0.5625,0.875,0.8125,0.8125,1.0,0.4375,0.8125,0.875,0.4375,0.9375,0.9375,0.6875,0.8125,0.5625,0.4375,0.875
random--la54,0.4375,0.6875,0.6875,0.6875,0.5,0.4375,0.5,0.75,0.5625,0.5,0.4375,0.5,0.4375,0.5,0.875,0.4375,0.5,0.5,0.4375,1.0,0.5,0.4375,0.75,0.5,0.5,0.625,0.5,0.75,0.75,0.4375
random--la623,0.9375,0.8125,0.6875,0.8125,0.875,0.8125,0.75,0.625,0.9375,0.75,0.9375,0.75,0.6875,1.0,0.5,0.6875,1.0,0.75,0.8125,0.5,1.0,0.9375,0.625,0.75,0.875,0.625,1.0,0.75,0.625,0.6875
random--la74,1.0,0.75,0.625,0.75,0.9375,0.875,0.6875,0.5625,0.875,0.6875,1.0,0.6875,0.75,0.9375,0.4375,0.75,0.9375,0.6875,0.875,0.4375,0.9375,1.0,0.5625,0.8125,0.8125,0.5625,0.9375,0.6875,0.5625,0.75
random--la712,0.5625,0.6875,0.6875,0.8125,0.5,0.4375,0.375,0.625,0.5625,0.375,0.5625,0.375,0.3125,0.625,0.75,0.3125,0.625,0.375,0.4375,0.75,0.625,0.5625,1.0,0.375,0.5,0.5,0.625,0.75,1.0,0.3125
random--la729,0.8125,0.5625,0.6875,0.5625,0.75,0.9375,0.875,0.75,0.6875,0.875,0.8125,0.875,0.9375,0.75,0.625,0.9375,0.75,0.875,0.9375,0.5,0.75,0.8125,0.375,1.0,0.875,0.75,0.75,0.5,0.375,0.9375
random--la731,0.8125,0.6875,0.8125,0.6875,0.75,0.9375,0.875,0.75,0.8125,0.875,0.8125,0.875,0.8125,0.875,0.625,0.8125,0.875,0.875,0.9375,0.5,0.875,0.8125,0.5,0.875,1.0,0.75,0.875,0.625,0.5,0.8125
