road,one-plus-o23,one-plus-o212,one-plus-o217,one-plus-o225,one-plus-o226,one-plus-o228,random--la125,random--la102,random--la107,random--la1020,random--la1024,random--la26,random--la238,random--la240,random--la33,random--la43,random--la412,random--la427,random--la430,random--la438,random--la53,random--la519,random--la523,random--la625,random--la631,random--la652,random--la76,random--la727,random--la733,random--la87
one-plus-o23,1.0,0.9,1.0,1.0,1.0,1.0,0.75,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.75,0.8181818181818182,0.8181818181818182,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.75
one-plus-o212,0.9,1.0,0.9,0.9,0.9,0.9,0.8181818181818182,0.9,0.7272727272727273,0.9,0.9,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.8181818181818182,0.6666666666666666,0.9,0.7272727272727273,0.5833333333333334,0.75,0.6363636363636364,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.8181818181818182,0.7,0.7272727272727273,0.75,0.6363636363636364,0.6666666666666666
one-plus-o217,1.0,0.9,1.0,1.0,1.0,1.0,0.75,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.75,0.8181818181818182,0.8181818181818182,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.75
one-plus-o225,1.0,0.9,1.0,1.0,1.0,1.0,0.75,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.75,0.8181818181818182,0.8181818181818182,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.75
one-plus-o226,1.0,0.9,1.0,1.0,1.0,1.0,0.75,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.75,0.8181818181818182,0.8181818181818182,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.75
one-plus-o228,1.0,0.9,1.0,1.0,1.0,1.0,0.75,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.75,0.8181818181818182,0.8181818181818182,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.75
random--la125,0.75,0.8181818181818182,0.75,0.75,0.75,0.75,1.0,0.9090909090909091,0.75,0.9090909090909091,0.9090909090909091,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.75,0.75,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.75,0.75,0.8333333333333334,0.7272727272727273,0.75,0.9166666666666666,0.6666666666666666,0.8333333333333334
random--la102,0.8181818181818182,0.9,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909091,1.0,0.8181818181818182,1.0,1.0,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.75,1.0,0.8181818181818182,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.75,0.8,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.75
random--la107,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8181818181818182,1.0,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.8,0.7272727272727273,0.9090909090909091,0.75,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8333333333333334,0.9,0.75,0.6666666666666666,0.6666666666666666,0.75,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.9090909090909091
random--la1020,0.8181818181818182,0.9,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9090909090909091,1.0,0.8181818181818182,1.0,1.0,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.75,1.0,0.8181818181818182,0.6666666666666666,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.75,0.8,0.8181818181818182,0.8333333333333334,0.7272727272727273,0.75
