road,one-plus-o216,one-plus-o222,one-plus-o227,one-plus-o243,random--la13,random--la125,random--la102,random--la24,random--la26,random--la219,random--la33,random--la318,random--la43,random--la44,random--la411,random--la427,random--la431,random--la514,random--la519,random--la520,random--la523,random--la66,random--la620,random--la621,random--la637,random--la638,random--la650,random--la76,random--la712,random--la727
one-plus-o216,1.0,0.8666666666666667,0.8666666666666667,0.7908496732026145,0.8143790849673203,0.8333333333333334,0.8257309941520468,0.8461538461538461,0.8467836257309942,0.8023391812865497,0.8317460317460318,0.8350877192982455,0.8035087719298245,0.8327485380116959,0.8152046783625732,0.8222222222222222,0.8362573099415205,0.8385964912280701,0.8358024691358025,0.8037037037037037,0.8,0.8222222222222222,0.8428571428571429,0.7824561403508772,0.8,0.8333333333333333,0.8130718954248366,0.8014814814814815,0.8148148148148148,0.8163742690058479
one-plus-o222,0.8666666666666667,1.0,1.0,0.8379084967320262,0.8065359477124183,0.8037037037037037,0.8419753086419753,0.8358974358974359,0.8123456790123457,0.7950617283950617,0.8174603174603174,0.8148148148148148,0.7975308641975308,0.8086419753086419,0.8049382716049382,0.8143790849673203,0.8160493827160494,0.837037037037037,0.7765432098765432,0.8333333333333334,0.7925925925925926,0.8271604938271605,0.8333333333333333,0.7950617283950617,0.8177777777777778,0.8428571428571429,0.7895424836601307,0.8103703703703704,0.8037037037037037,0.825925925925926
one-plus-o227,0.8666666666666667,1.0,1.0,0.8379084967320262,0.8065359477124183,0.8037037037037037,0.8419753086419753,0.8358974358974359,0.8123456790123457,0.7950617283950617,0.8174603174603174,0.8148148148148148,0.7975308641975308,0.8086419753086419,0.8049382716049382,0.8143790849673203,0.8160493827160494,0.837037037037037,0.7765432098765432,0.8333333333333334,0.7925925925925926,0.8271604938271605,0.8333333333333333,0.7950617283950617,0.8177777777777778,0.8428571428571429,0.7895424836601307,0.8103703703703704,0.8037037037037037,0.825925925925926
one-plus-o243,0.7908496732026145,0.8379084967320262,0.8379084967320262,1.0,0.7790849673202614,0.7947712418300654,0.8457516339869281,0.7965811965811966,0.8,0.7751633986928105,0.8206349206349206,0.7725490196078432,0.8065359477124183,0.8052287581699347,0.803921568627451,0.7816993464052288,0.8496732026143791,0.8235294117647058,0.7947712418300652,0.8130718954248366,0.8052287581699347,0.7777777777777778,0.7952380952380953,0.8013071895424837,0.837037037037037,0.8412698412698413,0.7673202614379085,0.8414814814814815,0.8209150326797385,0.8274509803921568
random--la13,0.8143790849673203,0.8065359477124183,0.8065359477124183,0.7790849673202614,1.0,0.8,0.8,0.8068376068376069,0.7738562091503267,0.7895424836601307,0.8015873015873016,0.7856209150326797,0.788235294117647,0.8052287581699347,0.8274509803921568,0.8065359477124183,0.8091503267973856,0.9163398692810457,0.8143790849673203,0.788235294117647,0.8196078431372549,0.8627450980392157,0.8380952380952381,0.7803921568627451,0.7985185185185185,0.8126984126984127,0.8549019607843137,0.7733333333333334,0.807843137254902,0.8248366013071895
random--la125,0.8333333333333334,0.8037037037037037,0.8037037037037037,0.7947712418300654,0.8,1.0,0.8148148148148149,0.8632478632478633,0.7691358024691357,0.7876543209876543,0.819047619047619,0.8271604938271605,0.8209876543209876,0.8345679012345679,0.7864197530864198,0.776470588235294,0.7975308641975308,0.8197530864197531,0.8444444444444444,0.7925925925925926,0.7716049382716049,0.7938271604938272,0.7936507936507936,0.8172839506172839,0.8222222222222222,0.8317460317460317,0.8300653594771242,0.7748148148148148,0.7777777777777778,0.8271604938271605
random--la102,0.8257309941520468,0.8419753086419753,0.8419753086419753,0.8457516339869281,0.8,0.8148148148148149,1.0,0.8068376068376069,0.8771929824561403,0.8044444444444444,0.819047619047619,0.7836257309941521,0.8333333333333333,0.8,0.8255555555555556,0.8836601307189542,0.8322222222222222,0.8255555555555556,0.8086419753086419,0.8234567901234567,0.8044444444444445,0.8355555555555556,0.8253968253968254,0.8188888888888889,0.8503703703703704,0.8492063492063493,0.807843137254902,0.8118518518518518,0.8740740740740741,0.8144444444444444
random--la24,0.8461538461538461,0.8358974358974359,0.8358974358974359,0.7965811965811966,0.8068376068376069,0.8632478632478633,0.8068376068376069,1.0,0.7675213675213675,0.8205128205128205,0.8376068376068376,0.8068376068376069,0.8205128205128205,0.8324786324786325,0.8085470085470086,0.7589743589743589,0.841025641025641,0.8170940170940171,0.8,0.7965811965811966,0.7914529914529915,0.811965811965812,0.8085470085470086,0.829059829059829,0.788034188034188,0.8153846153846154,0.8307692307692308,0.8427350427350427,0.8017094017094017,0.8358974358974359
random--la26,0.8467836257309942,0.8123456790123457,0.8123456790123457,0.8,0.7738562091503267,0.7691358024691357,0.8771929824561403,0.7675213675213675,1.0,0.8339181286549707,0.853968253968254,0.7801169590643274,0.7695906432748538,0.7847953216374269,0.8058479532163743,0.8522875816993464,0.8058479532163743,0.7801169590643274,0.8086419753086419,0.7975308641975308,0.8467836257309941,0.8538011695906432,0.8063492063492064,0.7742690058479532,0.845925925925926,0.792063492063492,0.8,0.8118518518518518,0.825925925925926,0.776608187134503
random--la219,0.8023391812865497,0.7950617283950617,0.7950617283950617,0.7751633986928105,0.7895424836601307,0.7876543209876543,0.8044444444444444,0.8205128205128205,0.8339181286549707,1.0,0.834920634920635,0.7789473684210526,0.8105820105820105,0.7766666666666666,0.8044444444444444,0.807843137254902,0.8303030303030303,0.817989417989418,0.7654320987654321,0.8172839506172839,0.81,0.8161616161616162,0.8015873015873016,0.7767676767676768,0.8177777777777777,0.8412698412698413,0.7973856209150327,0.8133333333333334,0.8246913580246913,0.8353535353535353
