road,one-plus-o216,one-plus-o222,one-plus-o227,one-plus-o243,random--la13,random--la125,random--la102,random--la24,random--la26,random--la219,random--la33,random--la318,random--la43,random--la44,random--la411,random--la427,random--la431,random--la514,random--la519,random--la520,random--la523,random--la66,random--la620,random--la621,random--la637,random--la638,random--la650,random--la76,random--la712,random--la727
one-plus-o216,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.875,1.0,0.625,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.5,0.9375
one-plus-o222,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,0.5,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,0.8125,0.9375,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0
one-plus-o227,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,0.5,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,0.8125,0.9375,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0
one-plus-o243,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.875,1.0,0.625,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.5,0.9375
random--la13,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,0.5,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,0.8125,0.9375,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0
random--la125,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,0.5,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,0.8125,0.9375,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0
random--la102,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.875,1.0,0.625,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.5,0.9375
random--la24,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,0.5,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,0.8125,0.9375,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0
random--la26,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,1.0,0.9375,1.0,0.5,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,0.8125,0.9375,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0
random--la219,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.875,1.0,0.625,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.5,0.9375
