road,one-plus-o1014,one-plus-o219,one-plus-o221,one-plus-o320,one-plus-o328,one-plus-o335,one-plus-o348,one-plus-o349,one-plus-o350,one-plus-o356,one-plus-o359,one-plus-o368,random--la124,random--la23,random--la213,random--la240,random--la315,random--la431,random--la434,random--la510,random--la635,random--la637,random--la651,random--la656,random--la658,random--la77,random--la726,random--la734,random--la910,random--la924
one-plus-o1014,1.0,0.6,0.2222222222222222,0.625,0.5,0.625,0.14285714285714285,0.625,0.8571428571428571,0.75,0.5555555555555556,0.625,0.3333333333333333,0.4,0.36363636363636365,0.5,0.4,0.5454545454545454,0.5,0.4,0.5,0.6,0.4,0.4,0.4,0.42857142857142855,0.4444444444444444,0.5,0.6,0.4
one-plus-o219,0.6,1.0,0.5,0.7,0.6,0.7,0.2,0.7,0.7,0.8,0.6363636363636364,0.7,0.6666666666666666,0.5,0.5833333333333334,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.6666666666666666,0.5,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.5454545454545454,0.45454545454545453,0.8181818181818182,0.6363636363636364
one-plus-o221,0.2222222222222222,0.5,1.0,0.3333333333333333,0.375,0.3333333333333333,0.0,0.3333333333333333,0.2,0.3,0.18181818181818182,0.3333333333333333,0.36363636363636365,0.3,0.2727272727272727,0.2727272727272727,0.4444444444444444,0.45454545454545453,0.2222222222222222,0.4444444444444444,0.2727272727272727,0.36363636363636365,0.3,0.4444444444444444,0.4444444444444444,0.0,0.2,0.2222222222222222,0.5,0.625
one-plus-o320,0.625,0.7,0.3333333333333333,1.0,0.8571428571428571,0.75,0.2857142857142857,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.4166666666666667,0.36363636363636365,0.3333333333333333,0.6,0.5,0.6363636363636364,0.3,0.6666666666666666,0.6,0.5454545454545454,0.5,0.36363636363636365,0.36363636363636365,0.2222222222222222,0.2727272727272727,0.3,0.5454545454545454,0.36363636363636365
one-plus-o328,0.5,0.6,0.375,0.8571428571428571,1.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.625,0.5555555555555556,0.5555555555555556,0.625,0.45454545454545453,0.2727272727272727,0.25,0.5,0.5555555555555556,0.5454545454545454,0.3333333333333333,0.75,0.5,0.45454545454545453,0.4,0.2727272727272727,0.2727272727272727,0.1111111111111111,0.18181818181818182,0.2,0.45454545454545453,0.2727272727272727
one-plus-o335,0.625,0.7,0.3333333333333333,0.75,0.8571428571428571,1.0,0.125,1.0,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5454545454545454,0.36363636363636365,0.3333333333333333,0.6,0.6666666666666666,0.6363636363636364,0.4444444444444444,0.6666666666666666,0.6,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.2222222222222222,0.2727272727272727,0.3,0.5454545454545454,0.36363636363636365
one-plus-o348,0.14285714285714285,0.2,0.0,0.2857142857142857,0.14285714285714285,0.125,1.0,0.125,0.2857142857142857,0.25,0.25,0.2857142857142857,0.09090909090909091,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.18181818181818182,0.0,0.1111111111111111,0.2222222222222222,0.09090909090909091,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2,0.125,0.14285714285714285,0.09090909090909091,0.1111111111111111
one-plus-o349,0.625,0.7,0.3333333333333333,0.75,0.8571428571428571,1.0,0.125,1.0,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5454545454545454,0.36363636363636365,0.3333333333333333,0.6,0.6666666666666666,0.6363636363636364,0.4444444444444444,0.6666666666666666,0.6,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.2222222222222222,0.2727272727272727,0.3,0.5454545454545454,0.36363636363636365
one-plus-o350,0.8571428571428571,0.7,0.2,0.75,0.625,0.75,0.2857142857142857,0.75,1.0,0.875,0.6666666666666666,0.75,0.4166666666666667,0.36363636363636365,0.45454545454545453,0.6,0.5,0.6363636363636364,0.4444444444444444,0.5,0.6,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.375,0.4,0.4444444444444444,0.5454545454545454,0.36363636363636365
one-plus-o356,0.75,0.8,0.3,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.25,0.6666666666666666,0.875,1.0,0.6,0.6666666666666666,0.5,0.3333333333333333,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.4,0.45454545454545453,0.7,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.3333333333333333,0.5,0.5555555555555556,0.6363636363636364,0.45454545454545453
one-plus-o359,0.5555555555555556,0.6363636363636364,0.18181818181818182,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.6,1.0,0.6666666666666666,0.6363636363636364,0.6,0.5454545454545454,0.7,0.45454545454545453,0.5833333333333334,0.4,0.45454545454545453,0.7,0.6363636363636364,0.6,0.3333333333333333,0.45454545454545453,0.5,0.36363636363636365,0.4,0.5,0.3333333333333333
one-plus-o368,0.625,0.7,0.3333333333333333,0.75,0.625,0.75,0.2857142857142857,0.75,0.75,0.6666666666666666,0.6666666666666666,1.0,0.4166666666666667,0.36363636363636365,0.3333333333333333,0.6,0.6666666666666666,0.6363636363636364,0.3,0.5,0.6,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.2222222222222222,0.2727272727272727,0.3,0.5454545454545454,0.5
random--la124,0.3333333333333333,0.6666666666666666,0.36363636363636365,0.4166666666666667,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.5454545454545454,0.4166666666666667,0.5,0.6363636363636364,0.4166666666666667,1.0,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.75,0.6,0.6363636363636364,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.5,0.6363636363636364,0.2727272727272727,0.5454545454545454,0.45454545454545453,0.6666666666666666,0.5
random--la23,0.4,0.5,0.3,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.1111111111111111,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.6,0.36363636363636365,0.6363636363636364,1.0,0.7,0.7,0.45454545454545453,0.5833333333333334,0.5555555555555556,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.6,0.6,0.7777777777777778,0.5,0.5,0.5555555555555556,0.6363636363636364,0.6
random--la213,0.36363636363636365,0.5833333333333334,0.2727272727272727,0.3333333333333333,0.25,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.7272727272727273,0.7,1.0,0.6363636363636364,0.4166666666666667,0.6666666666666666,0.5,0.4166666666666667,0.6363636363636364,0.5833333333333334,0.5454545454545454,0.5454545454545454,0.7,0.4444444444444444,0.6,0.6666666666666666,0.5833333333333334,0.5454545454545454
random--la240,0.5,0.7272727272727273,0.2727272727272727,0.6,0.5,0.6,0.2222222222222222,0.6,0.6,0.5454545454545454,0.7,0.6,0.7272727272727273,0.7,0.6363636363636364,1.0,0.7,0.8181818181818182,0.6666666666666666,0.7,0.8,0.5833333333333334,0.5454545454545454,0.5454545454545454,0.7,0.3,0.6,0.5,0.7272727272727273,0.5454545454545454
random--la315,0.4,0.6363636363636364,0.4444444444444444,0.5,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.5,0.45454545454545453,0.45454545454545453,0.6666666666666666,0.6363636363636364,0.45454545454545453,0.4166666666666667,0.7,1.0,0.7272727272727273,0.5555555555555556,0.7777777777777778,0.5454545454545454,0.5,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.6363636363636364,0.6
random--la431,0.5454545454545454,0.9090909090909091,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.5833333333333334,0.6363636363636364,0.75,0.5833333333333334,0.6666666666666666,0.8181818181818182,0.7272727272727273,1.0,0.5454545454545454,0.7272727272727273,0.8181818181818182,0.75,0.5833333333333334,0.7272727272727273,0.7272727272727273,0.25,0.6363636363636364,0.5454545454545454,0.9090909090909091,0.7272727272727273
random--la434,0.5,0.45454545454545453,0.2222222222222222,0.3,0.3333333333333333,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,0.4,0.4,0.3,0.6,0.5555555555555556,0.5,0.6666666666666666,0.5555555555555556,0.5454545454545454,1.0,0.5555555555555556,0.5,0.45454545454545453,0.4,0.4,0.5555555555555556,0.25,0.625,0.5,0.6,0.4
random--la510,0.4,0.6363636363636364,0.4444444444444444,0.6666666666666666,0.75,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.5,0.45454545454545453,0.45454545454545453,0.5,0.6363636363636364,0.45454545454545453,0.4166666666666667,0.7,0.7777777777777778,0.7272727272727273,0.5555555555555556,1.0,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.6363636363636364,0.45454545454545453
random--la635,0.5,0.7272727272727273,0.2727272727272727,0.6,0.5,0.6,0.2222222222222222,0.6,0.6,0.7,0.7,0.6,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.8,0.5454545454545454,0.8181818181818182,0.5,0.5454545454545454,1.0,0.7272727272727273,0.7,0.5454545454545454,0.7,0.3,0.6,0.6666666666666666,0.7272727272727273,0.5454545454545454
random--la637,0.6,0.6666666666666666,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.6666666666666666,0.6363636363636364,0.5833333333333334,0.5833333333333334,0.5,0.75,0.45454545454545453,0.5,0.7272727272727273,1.0,0.8,0.6363636363636364,0.6363636363636364,0.4,0.5454545454545454,0.6,0.8181818181818182,0.6363636363636364
random--la651,0.4,0.5,0.3,0.5,0.4,0.36363636363636365,0.1111111111111111,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.6,0.36363636363636365,0.6363636363636364,0.6,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.5833333333333334,0.4,0.45454545454545453,0.7,0.8,1.0,0.45454545454545453,0.6,0.3333333333333333,0.5,0.5555555555555556,0.6363636363636364,0.45454545454545453
random--la656,0.4,0.6363636363636364,0.4444444444444444,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.1111111111111111,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.3333333333333333,0.36363636363636365,0.5,0.6,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.4,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.45454545454545453,1.0,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.8,0.7777777777777778
random--la658,0.4,0.6363636363636364,0.4444444444444444,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.1111111111111111,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.36363636363636365,0.6363636363636364,0.7777777777777778,0.7,0.7,0.45454545454545453,0.7272727272727273,0.5555555555555556,0.45454545454545453,0.7,0.6363636363636364,0.6,0.7777777777777778,1.0,0.3333333333333333,0.6666666666666666,0.75,0.8,0.7777777777777778
random--la77,0.42857142857142855,0.2727272727272727,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2,0.2222222222222222,0.375,0.3333333333333333,0.5,0.2222222222222222,0.2727272727272727,0.5,0.4444444444444444,0.3,0.09090909090909091,0.25,0.25,0.09090909090909091,0.3,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.375,0.42857142857142855,0.2727272727272727,0.2
random--la726,0.4444444444444444,0.5454545454545454,0.2,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.125,0.2727272727272727,0.4,0.5,0.36363636363636365,0.2727272727272727,0.5454545454545454,0.5,0.6,0.6,0.36363636363636365,0.6363636363636364,0.625,0.36363636363636365,0.6,0.5454545454545454,0.5,0.6666666666666666,0.6666666666666666,0.375,1.0,0.625,0.7,0.5
random--la734,0.5,0.45454545454545453,0.2222222222222222,0.3,0.2,0.3,0.14285714285714285,0.3,0.4444444444444444,0.5555555555555556,0.4,0.3,0.45454545454545453,0.5555555555555556,0.6666666666666666,0.5,0.2727272727272727,0.5454545454545454,0.5,0.2727272727272727,0.6666666666666666,0.6,0.5555555555555556,0.5555555555555556,0.75,0.42857142857142855,0.625,1.0,0.6,0.5555555555555556
random--la910,0.6,0.8181818181818182,0.5,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5,0.5454545454545454,0.6666666666666666,0.6363636363636364,0.5833333333333334,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.6,0.6363636363636364,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.8,0.8,0.2727272727272727,0.7,0.6,1.0,0.8
