test,num_obes
one-plus-o1014,0
one-plus-o219,0
one-plus-o221,0
one-plus-o320,0
one-plus-o328,0
one-plus-o335,0
one-plus-o348,0
one-plus-o349,0
one-plus-o350,0
one-plus-o356,0
one-plus-o359,0
one-plus-o368,0
random--la124,1
random--la23,0
random--la213,0
random--la240,0
random--la315,1
random--la431,0
random--la434,0
random--la510,0
random--la635,0
random--la637,0
random--la651,0
random--la656,0
random--la658,0
random--la77,0
random--la726,0
random--la734,0
random--la910,0
random--la924,0
