road,one-plus-o216,one-plus-o218,one-plus-o220,one-plus-o222,one-plus-o225,one-plus-o226,one-plus-o357,random--la115,random--la102,random--la107,random--la1010,random--la1021,random--la218,random--la33,random--la318,random--la43,random--la47,random--la411,random--la412,random--la427,random--la519,random--la614,random--la625,random--la653,random--la76,random--la729,random--la733,random--la82,random--la86,random--la910
one-plus-o216,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
one-plus-o218,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
one-plus-o220,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
one-plus-o222,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
one-plus-o225,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
one-plus-o226,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
one-plus-o357,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.8888888888888888,0.6363636363636364,0.6363636363636364,0.8,0.5833333333333334,0.6666666666666666,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.8888888888888888,0.8,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.7,0.8,0.7777777777777778,0.8,0.8888888888888888,0.7,0.6363636363636364,0.6666666666666666,0.6363636363636364
random--la115,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8888888888888888,1.0,0.7272727272727273,0.7272727272727273,0.9,0.6666666666666666,0.75,0.8181818181818182,0.7272727272727273,0.8181818181818182,1.0,0.9,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8,0.9,0.8888888888888888,0.9,1.0,0.8,0.7272727272727273,0.75,0.7272727272727273
random--la102,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6363636363636364,0.7272727272727273,1.0,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,1.0,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
random--la107,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6363636363636364,0.7272727272727273,0.8181818181818182,1.0,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.6666666666666666,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8333333333333334,1.0
random--la1010,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8,0.9,0.8181818181818182,0.8181818181818182,1.0,0.75,0.8333333333333334,0.9090909090909091,0.8181818181818182,0.75,0.9,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.7272727272727273,0.8181818181818182,0.8,0.8181818181818182,0.9,0.7272727272727273,0.8181818181818182,0.8333333333333334,0.8181818181818182
random--la1021,0.75,0.75,0.75,0.75,0.75,0.75,0.5833333333333334,0.6666666666666666,0.75,0.75,0.75,1.0,0.9166666666666666,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.6666666666666666,0.75,0.75,0.75,0.8333333333333334,0.8181818181818182,0.75,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.75,0.9166666666666666,0.75
random--la218,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.75,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.75,0.75,0.8333333333333334,1.0,0.8333333333333334
random--la33,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8333333333333334,0.9166666666666666,1.0,0.75,0.8333333333333334,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8333333333333334,0.8181818181818182,0.75,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9166666666666666,0.9090909090909091
random--la318,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.8333333333333334,0.75,1.0,0.75,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.7272727272727273,0.8181818181818182,0.8,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666
random--la43,0.75,0.75,0.75,0.75,0.75,0.75,0.7272727272727273,0.8181818181818182,0.75,0.75,0.75,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.75,1.0,0.8181818181818182,0.9090909090909091,0.75,0.75,1.0,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.75,0.9166666666666666,0.75
random--la47,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8888888888888888,1.0,0.7272727272727273,0.7272727272727273,0.9,0.6666666666666666,0.75,0.8181818181818182,0.7272727272727273,0.8181818181818182,1.0,0.9,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8,0.9,0.8888888888888888,0.9,1.0,0.8,0.7272727272727273,0.75,0.7272727272727273
random--la411,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8,0.9,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.9090909090909091,0.6666666666666666,0.9090909090909091,0.9,1.0,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9,0.8181818181818182,0.8,1.0,0.9,0.9,0.8181818181818182,0.8333333333333334,0.8181818181818182
