road,one-plus-o216,one-plus-o218,one-plus-o220,one-plus-o222,one-plus-o225,one-plus-o226,one-plus-o357,random--la115,random--la102,random--la107,random--la1010,random--la1021,random--la218,random--la33,random--la318,random--la43,random--la47,random--la411,random--la412,random--la427,random--la519,random--la614,random--la625,random--la653,random--la76,random--la729,random--la733,random--la82,random--la86,random--la910
random--la519,0.75,0.7555555555555555,0.7555555555555555,0.7277777777777779,0.7277777777777779,0.7555555555555555,0.8,0.7555555555555555,0.7277777777777779,0.7333333333333334,0.75,0.7888888888888889,0.8055555555555556,0.7642857142857142,0.7611111111111111,0.7611111111111111,0.7714285714285715,0.7055555555555555,0.7571428571428571,0.7666666666666666,1.0,0.7722222222222223,0.7444444444444445,0.7611111111111111,0.7466666666666666,0.7277777777777779,0.7666666666666666,0.75,0.7833333333333333,0.7266666666666667
random--la614,0.71,0.7105263157894737,0.7,0.7150000000000001,0.7150000000000001,0.7217391304347827,0.7727272727272727,0.7277777777777779,0.7863636363636364,0.7157894736842105,0.7347826086956522,0.7142857142857143,0.7565217391304347,0.7857142857142857,0.7666666666666666,0.7318181818181818,0.7857142857142857,0.8049999999999999,0.7571428571428571,0.75,0.7722222222222223,1.0,0.785,0.775,0.74,0.7473684210526316,0.7266666666666667,0.7894736842105263,0.7222222222222222,0.7866666666666666
random--la625,0.725,0.7263157894736842,0.75,0.8,0.8,0.735,0.7636363636363637,0.8,0.755,0.7473684210526316,0.83,0.79,0.77,0.7857142857142857,0.825,0.795,0.7785714285714286,0.78,0.7642857142857142,0.7444444444444445,0.7444444444444445,0.785,1.0,0.745,0.7933333333333333,0.7526315789473684,0.7466666666666666,0.7210526315789474,0.7555555555555555,0.72
random--la653,0.8,0.8052631578947369,0.735,0.725,0.725,0.755,0.7818181818181819,0.8055555555555556,0.755,0.7578947368421053,0.795,0.73,0.785,0.7428571428571429,0.77,0.73,0.7571428571428571,0.765,0.7714285714285715,0.8,0.7611111111111111,0.775,0.745,1.0,0.74,0.7263157894736842,0.7666666666666666,0.7578947368421053,0.8111111111111111,0.7333333333333334
random--la76,0.7733333333333333,0.7733333333333333,0.74,0.7733333333333333,0.7733333333333333,0.8066666666666666,0.7454545454545455,0.78,0.76,0.7733333333333333,0.76,0.7466666666666666,0.7666666666666666,0.8214285714285714,0.76,0.7333333333333334,0.7285714285714286,0.74,0.7714285714285715,0.7866666666666666,0.7466666666666666,0.74,0.7933333333333333,0.74,1.0,0.7666666666666666,0.7066666666666667,0.7466666666666666,0.7133333333333334,0.8
random--la729,0.7842105263157895,0.7947368421052632,0.7684210526315789,0.736842105263158,0.736842105263158,0.7736842105263158,0.7454545454545455,0.8222222222222222,0.7736842105263158,0.7263157894736842,0.7526315789473684,0.7578947368421053,0.8263157894736842,0.7928571428571428,0.7105263157894737,0.7421052631578947,0.8,0.7473684210526316,0.7642857142857142,0.7722222222222223,0.7277777777777779,0.7473684210526316,0.7526315789473684,0.7263157894736842,0.7666666666666666,1.0,0.7666666666666666,0.7421052631578947,0.7388888888888889,0.8
random--la733,0.7466666666666666,0.7066666666666667,0.7,0.7266666666666667,0.7266666666666667,0.7133333333333334,0.7636363636363637,0.7466666666666666,0.72,0.74,0.7933333333333333,0.74,0.7866666666666666,0.6928571428571428,0.7533333333333333,0.7666666666666666,0.7071428571428571,0.76,0.7,0.7933333333333333,0.7666666666666666,0.7266666666666667,0.7466666666666666,0.7666666666666666,0.7066666666666667,0.7666666666666666,1.0,0.7466666666666666,0.7466666666666666,0.72
random--la82,0.7052631578947368,0.7684210526315789,0.6894736842105262,0.6947368421052631,0.6947368421052631,0.7736842105263158,0.8,0.7666666666666666,0.7210526315789474,0.7421052631578947,0.7894736842105263,0.7736842105263158,0.7736842105263158,0.8142857142857143,0.7263157894736842,0.7105263157894737,0.7214285714285714,0.7263157894736842,0.7785714285714286,0.7444444444444445,0.75,0.7894736842105263,0.7210526315789474,0.7578947368421053,0.7466666666666666,0.7421052631578947,0.7466666666666666,1.0,0.7111111111111111,0.8066666666666666
random--la86,0.7833333333333333,0.7722222222222223,0.7666666666666666,0.75,0.75,0.7555555555555555,0.7636363636363637,0.7277777777777779,0.7666666666666666,0.75,0.7444444444444445,0.7444444444444445,0.7833333333333333,0.8,0.7666666666666666,0.7611111111111111,0.7928571428571428,0.6944444444444444,0.75,0.7388888888888889,0.7833333333333333,0.7222222222222222,0.7555555555555555,0.8111111111111111,0.7133333333333334,0.7388888888888889,0.7466666666666666,0.7111111111111111,1.0,0.7266666666666667
random--la910,0.78,0.78,0.7533333333333333,0.78,0.78,0.8,0.7181818181818183,0.7466666666666666,0.78,0.7733333333333333,0.7266666666666667,0.74,0.7866666666666666,0.8071428571428572,0.74,0.7,0.7642857142857142,0.7533333333333333,0.8214285714285714,0.74,0.7266666666666667,0.7866666666666666,0.72,0.7333333333333334,0.8,0.8,0.72,0.8066666666666666,0.7266666666666667,1.0
