test,num_obes
one-plus-o216,0
one-plus-o218,0
one-plus-o220,0
one-plus-o222,0
one-plus-o225,0
one-plus-o226,0
one-plus-o357,0
random--la115,1
random--la102,0
random--la107,0
random--la1010,0
random--la1021,0
random--la218,0
random--la33,0
random--la318,1
random--la43,0
random--la47,0
random--la411,0
random--la412,0
random--la427,0
random--la519,0
random--la614,0
random--la625,0
random--la653,0
random--la76,0
random--la729,0
random--la733,0
random--la82,0
random--la86,0
random--la910,0
