road,one-plus-o23,one-plus-o212,one-plus-o216,one-plus-o217,one-plus-o220,one-plus-o222,one-plus-o223,one-plus-o225,one-plus-o226,one-plus-o243,one-plus-o329,one-plus-o344,one-plus-o350,one-plus-o353,one-plus-o361,one-plus-o368,random--la1024,random--la232,random--la240,random--la438,random--la53,random--la519,random--la523,random--la624,random--la631,random--la637,random--la76,random--la724,random--la733,random--la86
one-plus-o23,1.0,0.8736842105263158,0.9649122807017544,0.9363636363636364,0.8592592592592593,0.8962962962962964,0.8518518518518519,0.8962962962962964,0.8555555555555555,0.8300653594771241,0.86,0.9333333333333333,0.9,0.9090909090909091,0.9,0.8962962962962964,0.8691358024691358,0.7906432748538011,0.8324786324786325,0.8333333333333333,0.8240740740740741,0.8506172839506173,0.8166666666666667,0.8411111111111111,0.8477777777777777,0.8177777777777778,0.8281481481481482,0.819047619047619,0.7968253968253969,0.8481481481481482
one-plus-o212,0.8736842105263158,1.0,0.8491228070175438,0.8280701754385965,0.9148148148148149,0.8481481481481481,0.8703703703703703,0.8481481481481481,0.8491228070175438,0.8496732026143791,0.8400000000000001,0.8518518518518519,0.8466666666666667,0.8545454545454545,0.88,0.8518518518518519,0.8469135802469135,0.839766081871345,0.8478632478632478,0.8333333333333333,0.8185185185185185,0.817283950617284,0.8350877192982455,0.8292397660818713,0.839766081871345,0.8266666666666667,0.8148148148148148,0.8095238095238095,0.8253968253968254,0.8185185185185185
one-plus-o216,0.9649122807017544,0.8491228070175438,1.0,0.9614035087719298,0.837037037037037,0.8666666666666667,0.8814814814814815,0.8666666666666667,0.8842105263157894,0.7908496732026145,0.8266666666666667,0.8592592592592593,0.8666666666666667,0.8727272727272728,0.8533333333333333,0.8592592592592593,0.828395061728395,0.7871345029239766,0.8017094017094017,0.8629629629629629,0.8518518518518519,0.8358024691358025,0.8,0.8292397660818713,0.8327485380116959,0.8,0.8014814814814815,0.819047619047619,0.8301587301587302,0.8222222222222222
one-plus-o217,0.9363636363636364,0.8280701754385965,0.9614035087719298,1.0,0.8629629629629629,0.8814814814814815,0.8518518518518519,0.8814814814814815,0.8363636363636363,0.8457516339869281,0.8133333333333334,0.837037037037037,0.8466666666666667,0.8363636363636364,0.8466666666666667,0.837037037037037,0.817283950617284,0.7941520467836256,0.8068376068376069,0.8222222222222222,0.8518518518518519,0.8320987654320988,0.7866666666666666,0.8377777777777777,0.8177777777777777,0.8444444444444444,0.8325925925925926,0.8047619047619048,0.8063492063492064,0.8185185185185184
one-plus-o220,0.8592592592592593,0.9148148148148149,0.837037037037037,0.8629629629629629,1.0,0.9333333333333333,0.8222222222222222,0.9333333333333333,0.8592592592592593,0.8026143790849674,0.8333333333333334,0.8518518518518519,0.88,0.8484848484848485,0.8733333333333333,0.8666666666666667,0.854320987654321,0.7790123456790123,0.8427350427350427,0.837037037037037,0.8185185185185185,0.8135802469135802,0.837037037037037,0.8641975308641976,0.8382716049382716,0.8355555555555556,0.8059259259259259,0.819047619047619,0.8682539682539683,0.837037037037037
one-plus-o222,0.8962962962962964,0.8481481481481481,0.8666666666666667,0.8814814814814815,0.9333333333333333,1.0,0.8666666666666666,1.0,0.8888888888888888,0.8379084967320262,0.8400000000000001,0.8444444444444444,0.8533333333333333,0.8303030303030303,0.8733333333333333,0.8444444444444444,0.8469135802469135,0.8012345679012346,0.8581196581196582,0.8074074074074075,0.8240740740740741,0.7765432098765432,0.7925925925925926,0.8197530864197531,0.8345679012345679,0.8177777777777778,0.8103703703703704,0.8142857142857143,0.8301587301587301,0.8222222222222222
one-plus-o223,0.8518518518518519,0.8703703703703703,0.8814814814814815,0.8518518518518519,0.8222222222222222,0.8666666666666667,1.0,0.8666666666666667,1.0,0.8418300653594771,0.8266666666666667,0.8592592592592593,0.8666666666666667,0.8545454545454545,0.8533333333333333,0.8592592592592593,0.8246913580246913,0.7901234567901234,0.8068376068376069,0.8518518518518519,0.8296296296296296,0.7839506172839505,0.7814814814814814,0.8123456790123457,0.845679012345679,0.8044444444444445,0.8281481481481481,0.8238095238095238,0.8301587301587302,0.8296296296296296
one-plus-o225,0.8962962962962964,0.8481481481481481,0.8666666666666667,0.8814814814814815,0.9333333333333333,1.0,0.8666666666666666,1.0,0.8888888888888888,0.8379084967320262,0.8400000000000001,0.8444444444444444,0.8533333333333333,0.8303030303030303,0.8733333333333333,0.8444444444444444,0.8469135802469135,0.8012345679012346,0.8581196581196582,0.8074074074074075,0.8240740740740741,0.7765432098765432,0.7925925925925926,0.8197530864197531,0.8345679012345679,0.8177777777777778,0.8103703703703704,0.8142857142857143,0.8301587301587301,0.8222222222222222
one-plus-o226,0.8555555555555555,0.8491228070175438,0.8842105263157894,0.8363636363636363,0.8592592592592593,0.8888888888888888,1.0,0.8888888888888888,1.0,0.8418300653594771,0.8333333333333334,0.9185185185185185,0.8933333333333333,0.8606060606060606,0.8933333333333333,0.8888888888888888,0.8691358024691358,0.7906432748538011,0.8222222222222222,0.8555555555555556,0.8296296296296296,0.8358024691358025,0.7966666666666666,0.8144444444444444,0.8377777777777777,0.8133333333333334,0.8325925925925927,0.8238095238095238,0.7968253968253969,0.8407407407407408
one-plus-o243,0.8300653594771241,0.8496732026143791,0.7908496732026145,0.8457516339869281,0.8026143790849674,0.8379084967320262,0.8418300653594771,0.8379084967320262,0.8418300653594771,1.0,0.7911111111111111,0.9061728395061729,0.8688888888888889,0.8424242424242424,0.8488888888888889,0.8765432098765432,0.8261437908496732,0.8196078431372549,0.8957264957264958,0.8627450980392157,0.8092592592592592,0.7947712418300652,0.8052287581699347,0.7816993464052288,0.8313725490196079,0.837037037037037,0.8414814814814815,0.8063492063492064,0.7714285714285714,0.8209150326797385
