road,one-plus-o23,one-plus-o212,one-plus-o216,one-plus-o217,one-plus-o220,one-plus-o222,one-plus-o223,one-plus-o225,one-plus-o226,one-plus-o243,one-plus-o329,one-plus-o344,one-plus-o350,one-plus-o353,one-plus-o361,one-plus-o368,random--la1024,random--la232,random--la240,random--la438,random--la53,random--la519,random--la523,random--la624,random--la631,random--la637,random--la76,random--la724,random--la733,random--la86
one-plus-o23,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o212,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7272727272727273,0.6,0.7,0.7777777777777778,0.8,0.7,0.6,0.9,0.5833333333333334,0.6363636363636364,0.75,0.6363636363636364,0.6666666666666666,0.5833333333333334,0.7272727272727273,0.8181818181818182,0.5833333333333334,0.7272727272727273,0.5833333333333334,0.6363636363636364,0.75
one-plus-o216,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o217,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o220,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o222,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o223,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o225,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o226,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.7,0.8,0.7,0.9,0.8,0.7,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.8181818181818182,0.9090909090909091,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o243,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.5454545454545454,0.8181818181818182,0.8181818181818182,0.9,0.8333333333333334,0.7272727272727273,0.75,0.8181818181818182,0.6666666666666666,0.75,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
one-plus-o329,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5454545454545454,1.0,0.875,0.75,0.7777777777777778,0.875,0.75,0.5454545454545454,0.5454545454545454,0.6,0.5833333333333334,0.6,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.7,0.5454545454545454,0.6,0.5833333333333334
one-plus-o344,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6363636363636364,0.875,1.0,0.875,0.8888888888888888,1.0,0.875,0.6363636363636364,0.6363636363636364,0.7,0.6666666666666666,0.7,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.8,0.6363636363636364,0.7,0.6666666666666666
one-plus-o350,0.7,0.7777777777777778,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5454545454545454,0.75,0.875,1.0,0.7777777777777778,0.875,0.75,0.7,0.5454545454545454,0.6,0.5833333333333334,0.6,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.7,0.5454545454545454,0.6,0.5833333333333334
one-plus-o353,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7272727272727273,0.7777777777777778,0.8888888888888888,0.7777777777777778,1.0,0.8888888888888888,0.7777777777777778,0.7272727272727273,0.7272727272727273,0.8,0.75,0.8,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.5833333333333334,0.9,0.7272727272727273,0.8,0.75
one-plus-o361,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6363636363636364,0.875,1.0,0.875,0.8888888888888888,1.0,0.875,0.6363636363636364,0.6363636363636364,0.7,0.6666666666666666,0.7,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.8,0.6363636363636364,0.7,0.6666666666666666
one-plus-o368,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5454545454545454,0.75,0.875,0.75,0.7777777777777778,0.875,1.0,0.5454545454545454,0.5454545454545454,0.6,0.5833333333333334,0.6,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.7,0.7,0.6,0.5833333333333334
random--la1024,0.8181818181818182,0.9,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.7,0.7272727272727273,0.6363636363636364,0.5454545454545454,1.0,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.75,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.8333333333333334
random--la232,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.5454545454545454,0.6666666666666666,1.0,0.9,0.6923076923076923,0.7272727272727273,0.75,0.8181818181818182,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.6923076923076923
random--la240,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.9,0.6,0.7,0.6,0.8,0.7,0.6,0.7272727272727273,0.9,1.0,0.75,0.8,0.8181818181818182,0.9,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.9,0.7272727272727273,0.8,0.75
random--la438,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.75,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.6923076923076923,0.75,1.0,0.75,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.75,1.0
