road,random--la11,random--la17,random--la18,random--la111,random--la1018,random--la219,random--la222,random--la31,random--la310,random--la311,random--la322,random--la46,random--la412,random--la53,random--la510,random--la511,random--la520,random--la610,random--la616,random--la626,random--la714,random--la84,random--la85,random--la811,random--la814,random--la816,random--la819,random--la821,random--la822,random--la912
random--la11,1.0,0.8074074074074074,0.7712418300653594,0.8208333333333333,0.7902777777777779,0.7871345029239766,0.794074074074074,0.7906432748538011,0.8093567251461988,0.7894736842105263,0.7906432748538011,0.7972222222222223,0.7790123456790123,0.7684210526315789,0.8011695906432749,0.7485380116959064,0.815204678362573,0.8198830409356725,0.7625730994152047,0.8074074074074074,0.8301587301587301,0.7660818713450293,0.828395061728395,0.8047619047619048,0.8287581699346405,0.8187134502923977,0.8104575163398693,0.7895424836601307,0.7953216374269007,0.8753086419753087
random--la17,0.8074074074074074,1.0,0.8770370370370371,0.8222222222222222,0.7911111111111111,0.8725925925925926,0.8148148148148149,0.9007407407407407,0.842962962962963,0.8637037037037038,0.7911111111111111,0.8237037037037037,0.8148148148148148,0.8222222222222222,0.8103703703703704,0.8148148148148149,0.837037037037037,0.8637037037037038,0.8518518518518519,0.7985185185185185,0.8222222222222222,0.8237037037037037,0.8177777777777777,0.8206349206349206,0.8385185185185184,0.8044444444444445,0.84,0.8414814814814815,0.8311111111111111,0.8014814814814815
random--la18,0.7712418300653594,0.8770370370370371,1.0,0.8277777777777777,0.7944444444444445,0.8013071895424837,0.8414814814814815,0.8915032679738563,0.7869281045751634,0.7686274509803922,0.8614379084967321,0.7555555555555555,0.8196078431372549,0.8352941176470589,0.8143790849673203,0.7686274509803921,0.7777777777777778,0.796078431372549,0.8,0.8296296296296296,0.846031746031746,0.8326797385620915,0.8104575163398693,0.7777777777777778,0.8,0.7803921568627451,0.8013071895424837,0.8444444444444444,0.8601307189542484,0.7843137254901961
random--la111,0.8208333333333333,0.8222222222222222,0.8277777777777777,1.0,0.8222222222222222,0.8097222222222222,0.8,0.7916666666666666,0.8166666666666667,0.8263888888888888,0.8027777777777778,0.8458333333333333,0.8111111111111111,0.8125,0.8652777777777778,0.8027777777777778,0.8166666666666667,0.8402777777777778,0.8069444444444445,0.7925925925925926,0.8285714285714286,0.8125,0.7986111111111112,0.8222222222222222,0.8486111111111111,0.8013888888888888,0.8222222222222222,0.7916666666666666,0.7791666666666667,0.8194444444444444
random--la1018,0.7902777777777779,0.7911111111111111,0.7944444444444445,0.8222222222222222,1.0,0.7972222222222222,0.8103703703703704,0.8027777777777778,0.8444444444444444,0.8486111111111111,0.8222222222222222,0.8097222222222222,0.8097222222222222,0.798611111111111,0.8055555555555556,0.7944444444444444,0.8097222222222222,0.8319444444444444,0.8180555555555555,0.7762962962962963,0.8253968253968254,0.8138888888888889,0.7902777777777779,0.8015873015873016,0.8263888888888888,0.8388888888888889,0.8194444444444444,0.8069444444444445,0.7847222222222222,0.7888888888888889
random--la219,0.7871345029239766,0.8725925925925926,0.8013071895424837,0.8097222222222222,0.7972222222222222,1.0,0.8192592592592592,0.8140350877192982,0.8444444444444444,0.8210526315789474,0.816374269005848,0.8097222222222222,0.8234567901234567,0.8128654970760234,0.8,0.7976608187134503,0.7871345029239766,0.8070175438596491,0.8444444444444444,0.8266666666666667,0.819047619047619,0.8081871345029239,0.8345679012345679,0.8476190476190477,0.7856209150326797,0.8093567251461988,0.8758169934640523,0.7869281045751634,0.7742690058479532,0.7962962962962963
random--la222,0.794074074074074,0.8148148148148148,0.8414814814814815,0.8,0.8103703703703704,0.8192592592592592,1.0,0.8414814814814815,0.8059259259259259,0.7822222222222223,0.8177777777777777,0.7911111111111111,0.7925925925925925,0.8355555555555556,0.8088888888888889,0.7777777777777778,0.8059259259259259,0.7911111111111111,0.842962962962963,0.7762962962962963,0.8396825396825397,0.8103703703703704,0.8103703703703704,0.8111111111111111,0.7866666666666666,0.8251851851851852,0.8237037037037037,0.7911111111111111,0.8014814814814815,0.7762962962962963
random--la31,0.7906432748538013,0.9007407407407407,0.8915032679738563,0.7916666666666666,0.8027777777777778,0.8140350877192982,0.8414814814814815,1.0,0.8116959064327485,0.8245614035087719,0.8105263157894738,0.7666666666666667,0.8345679012345679,0.823391812865497,0.839766081871345,0.8327485380116959,0.7789473684210526,0.8280701754385965,0.8023391812865497,0.8059259259259259,0.853968253968254,0.8070175438596491,0.8160493827160493,0.8,0.803921568627451,0.7988304093567251,0.8143790849673203,0.8235294117647058,0.8175438596491228,0.7999999999999999
random--la310,0.8093567251461988,0.842962962962963,0.7869281045751634,0.8166666666666667,0.8444444444444444,0.8444444444444444,0.8059259259259259,0.8116959064327485,1.0,0.819047619047619,0.795959595959596,0.8444444444444444,0.8222222222222222,0.8046783625730993,0.8063492063492064,0.7841269841269841,0.7953216374269005,0.8193236714975846,0.7893719806763285,0.8577777777777778,0.8174603174603174,0.8116959064327485,0.8135802469135802,0.8365079365079365,0.8065359477124183,0.8315789473684211,0.865359477124183,0.8130718954248366,0.7947089947089947,0.8012345679012346
random--la311,0.7894736842105263,0.8637037037037038,0.7686274509803922,0.8263888888888888,0.8486111111111111,0.8210526315789474,0.7822222222222223,0.8245614035087719,0.819047619047619,1.0,0.7957671957671957,0.7944444444444445,0.8209876543209876,0.791812865497076,0.7947089947089947,0.7883597883597884,0.8011695906432748,0.8275132275132275,0.8137566137566138,0.8162962962962963,0.8206349206349206,0.847953216374269,0.8111111111111111,0.8507936507936509,0.8392156862745098,0.839766081871345,0.8209150326797385,0.8274509803921568,0.782010582010582,0.8037037037037037
