test,num_obes
one-plus-o218,0
one-plus-o220,0
random--la1010,0
random--la1018,1
random--la26,0
random--la219,1
random--la33,0
random--la42,0
random--la427,0
random--la435,0
random--la438,1
random--la439,0
random--la53,0
random--la514,0
random--la515,0
random--la520,1
random--la62,0
random--la620,0
random--la654,0
random--la655,0
random--la656,0
random--la658,0
random--la74,0
random--la78,0
random--la722,0
random--la727,0
random--la82,0
random--la86,0
random--la87,0
random--la924,0
