road,one-plus-o22,one-plus-o227,one-plus-o230,one-plus-o238,one-plus-o34,one-plus-o37,one-plus-o320,one-plus-o331,one-plus-o340,one-plus-o344,one-plus-o346,random--la12,random--la1016,random--la24,random--la314,random--la43,random--la413,random--la415,random--la421,random--la424,random--la427,random--la53,random--la532,random--la619,random--la621,random--la628,random--la712,random--la717,random--la734,random--la911
random--la427,0.775,0.7555555555555555,0.7055555555555555,0.75,0.85,0.8200000000000001,0.8,0.84,0.7777777777777778,0.8222222222222222,0.78,0.7777777777777778,0.7846153846153846,0.7428571428571429,0.7666666666666666,0.7555555555555555,0.7533333333333333,0.9,0.7444444444444445,0.65,1.0,0.7166666666666667,0.7555555555555555,0.89,0.7722222222222223,0.8200000000000001,0.7555555555555555,0.79,0.7666666666666666,0.7928571428571428
random--la53,0.7166666666666667,0.75,0.7416666666666667,0.75,0.78,0.75,0.76,0.72,0.7222222222222222,0.7111111111111111,0.76,0.8333333333333334,0.7916666666666666,0.8666666666666667,0.7333333333333334,0.7666666666666666,0.75,0.85,0.8083333333333333,0.7833333333333333,0.7166666666666667,1.0,0.8,0.75,0.85,0.78,0.7833333333333333,0.76,0.775,0.7083333333333333
random--la532,0.78125,0.725,0.7631578947368421,0.7142857142857143,0.76,0.84,0.77,0.88,0.7555555555555555,0.8666666666666667,0.75,0.7555555555555555,0.7538461538461538,0.8428571428571429,0.7733333333333333,0.735,0.7533333333333333,0.95,0.76,0.7214285714285714,0.7555555555555555,0.8,1.0,0.81,0.78,0.8,0.745,0.79,0.8333333333333334,0.8
random--la619,0.77,0.77,0.7,0.8200000000000001,0.83,0.77,0.84,0.75,0.8888888888888888,0.8,0.88,0.79,0.72,0.73,0.8,0.71,0.74,0.95,0.76,0.73,0.89,0.75,0.81,1.0,0.73,0.75,0.79,0.76,0.8,0.8200000000000001
random--la621,0.75,0.72,0.7578947368421053,0.7642857142857142,0.81,0.77,0.76,0.79,0.7777777777777778,0.8222222222222222,0.76,0.7777777777777778,0.7846153846153846,0.7928571428571428,0.7733333333333333,0.7727272727272727,0.8,0.9,0.7260869565217392,0.7357142857142858,0.7722222222222223,0.85,0.78,0.73,1.0,0.87,0.835,0.79,0.8416666666666667,0.7285714285714286
random--la628,0.75,0.78,0.85,0.79,0.84,0.84,0.79,0.8,0.7333333333333334,0.7444444444444445,0.77,0.76,0.76,0.81,0.76,0.8,0.74,0.8,0.79,0.71,0.8200000000000001,0.78,0.8,0.75,0.87,1.0,0.81,0.77,0.8,0.78
random--la712,0.71875,0.74,0.7473684210526316,0.7714285714285715,0.79,0.76,0.78,0.74,0.7777777777777778,0.7333333333333334,0.74,0.7722222222222223,0.8076923076923077,0.75,0.8066666666666666,0.73,0.7333333333333334,1.0,0.7050000000000001,0.8,0.7555555555555555,0.7833333333333333,0.745,0.79,0.835,0.81,1.0,0.8200000000000001,0.825,0.7285714285714286
random--la717,0.74,0.87,0.85,0.77,0.77,0.83,0.72,0.79,0.7111111111111111,0.8222222222222222,0.76,0.8,0.8,0.75,0.8,0.76,0.74,0.95,0.8200000000000001,0.78,0.79,0.76,0.79,0.76,0.79,0.77,0.8200000000000001,1.0,0.81,0.81
random--la734,0.7583333333333333,0.7833333333333333,0.75,0.8,0.76,0.81,0.73,0.81,0.7111111111111111,0.7888888888888889,0.75,0.7666666666666666,0.8333333333333334,0.7416666666666667,0.8333333333333334,0.7916666666666666,0.7166666666666667,0.9,0.7666666666666666,0.725,0.7666666666666666,0.775,0.8333333333333334,0.8,0.8416666666666667,0.8,0.825,0.81,1.0,0.7666666666666666
random--la911,0.7214285714285714,0.8214285714285714,0.8071428571428572,0.8142857142857143,0.75,0.79,0.78,0.85,0.7666666666666666,0.8555555555555556,0.8,0.7857142857142857,0.7538461538461538,0.7642857142857142,0.8,0.7571428571428571,0.7142857142857143,0.9,0.75,0.7214285714285714,0.7928571428571428,0.7083333333333333,0.8,0.8200000000000001,0.7285714285714286,0.78,0.7285714285714286,0.81,0.7666666666666666,1.0
