road,one-plus-o22,one-plus-o227,one-plus-o230,one-plus-o238,one-plus-o34,one-plus-o37,one-plus-o320,one-plus-o331,one-plus-o340,one-plus-o344,one-plus-o346,random--la12,random--la1016,random--la24,random--la314,random--la43,random--la413,random--la415,random--la421,random--la424,random--la427,random--la53,random--la532,random--la619,random--la621,random--la628,random--la712,random--la717,random--la734,random--la911
one-plus-o22,1.0,0.671875,0.72265625,0.734375,0.671875,0.71484375,0.6875,0.734375,0.68359375,0.6796875,0.6484375,0.71484375,0.71484375,0.7421875,0.70703125,0.73046875,0.73046875,0.7109375,0.7265625,0.73046875,0.734375,0.71484375,0.7265625,0.7109375,0.69921875,0.73828125,0.7109375,0.68359375,0.671875,0.73046875
one-plus-o227,0.671875,1.0,0.76953125,0.71875,0.7265625,0.72265625,0.734375,0.6953125,0.75390625,0.6953125,0.7421875,0.71484375,0.69921875,0.765625,0.73828125,0.75390625,0.76171875,0.65625,0.71875,0.77734375,0.78125,0.72265625,0.796875,0.6875,0.77734375,0.73046875,0.734375,0.69921875,0.6796875,0.73046875
one-plus-o230,0.72265625,0.76953125,1.0,0.80859375,0.76171875,0.7421875,0.78515625,0.73828125,0.7421875,0.74609375,0.72265625,0.7578125,0.78125,0.77734375,0.7421875,0.8203125,0.765625,0.66015625,0.81640625,0.8125,0.79296875,0.734375,0.80078125,0.73828125,0.7890625,0.78125,0.76171875,0.7421875,0.74609375,0.7734375
one-plus-o238,0.734375,0.71875,0.80859375,1.0,0.828125,0.80859375,0.796875,0.8125,0.80078125,0.84375,0.7578125,0.78515625,0.74609375,0.796875,0.72265625,0.80859375,0.78515625,0.75,0.75,0.80078125,0.78125,0.83203125,0.796875,0.7421875,0.72265625,0.79296875,0.7890625,0.80078125,0.75,0.76171875
one-plus-o34,0.671875,0.7265625,0.76171875,0.828125,1.0,0.81640625,0.8671875,0.8046875,0.85546875,0.875,0.8125,0.83203125,0.77734375,0.8203125,0.76953125,0.82421875,0.80859375,0.796875,0.8046875,0.76953125,0.78125,0.87109375,0.796875,0.78125,0.71484375,0.87890625,0.7734375,0.85546875,0.71875,0.75390625
one-plus-o37,0.71484375,0.72265625,0.7421875,0.80859375,0.81640625,1.0,0.80078125,0.83203125,0.8515625,0.83984375,0.80859375,0.8046875,0.8046875,0.80078125,0.6953125,0.7734375,0.765625,0.81640625,0.76171875,0.7578125,0.80078125,0.8671875,0.80859375,0.87109375,0.7890625,0.8046875,0.76171875,0.796875,0.75390625,0.8203125
one-plus-o320,0.6875,0.734375,0.78515625,0.796875,0.8671875,0.80078125,1.0,0.796875,0.82421875,0.8125,0.7890625,0.80078125,0.78515625,0.8046875,0.70703125,0.77734375,0.81640625,0.796875,0.78125,0.79296875,0.8125,0.81640625,0.8046875,0.78125,0.74609375,0.83984375,0.7734375,0.81640625,0.7578125,0.74609375
one-plus-o331,0.734375,0.6953125,0.73828125,0.8125,0.8046875,0.83203125,0.796875,1.0,0.80078125,0.8671875,0.7890625,0.83203125,0.78515625,0.859375,0.74609375,0.82421875,0.83203125,0.796875,0.8046875,0.77734375,0.8359375,0.87109375,0.796875,0.8046875,0.79296875,0.85546875,0.8125,0.80859375,0.78125,0.79296875
one-plus-o340,0.68359375,0.75390625,0.7421875,0.80078125,0.85546875,0.8515625,0.82421875,0.80078125,1.0,0.83984375,0.85546875,0.765625,0.7890625,0.80859375,0.71875,0.78125,0.765625,0.80078125,0.75390625,0.765625,0.82421875,0.8671875,0.79296875,0.79296875,0.765625,0.796875,0.74609375,0.8203125,0.73046875,0.75
one-plus-o344,0.6796875,0.6953125,0.74609375,0.84375,0.875,0.83984375,0.8125,0.8671875,0.83984375,1.0,0.8515625,0.82421875,0.76171875,0.8359375,0.73828125,0.83203125,0.80859375,0.828125,0.7890625,0.78515625,0.7734375,0.87890625,0.78125,0.828125,0.75390625,0.83203125,0.7734375,0.84765625,0.7421875,0.77734375
one-plus-o346,0.6484375,0.7421875,0.72265625,0.7578125,0.8125,0.80859375,0.7890625,0.7890625,0.85546875,0.8515625,1.0,0.76171875,0.75390625,0.765625,0.71484375,0.75390625,0.74609375,0.796875,0.765625,0.76171875,0.765625,0.83984375,0.78125,0.8125,0.75390625,0.78515625,0.71875,0.77734375,0.765625,0.78515625
random--la12,0.71484375,0.71484375,0.7578125,0.78515625,0.83203125,0.8046875,0.80078125,0.83203125,0.765625,0.82421875,0.76171875,1.0,0.765625,0.82421875,0.7734375,0.84375,0.796875,0.78515625,0.79296875,0.8125,0.80078125,0.84375,0.80859375,0.74609375,0.75,0.828125,0.79296875,0.796875,0.70703125,0.7734375
random--la1016,0.71484375,0.69921875,0.78125,0.74609375,0.77734375,0.8046875,0.78515625,0.78515625,0.7890625,0.76171875,0.75390625,0.765625,1.0,0.73828125,0.7109375,0.75,0.7578125,0.74609375,0.76171875,0.7265625,0.79296875,0.7890625,0.79296875,0.81640625,0.7421875,0.7890625,0.73046875,0.75,0.75390625,0.828125
random--la24,0.7421875,0.765625,0.77734375,0.796875,0.8203125,0.80078125,0.8046875,0.859375,0.80859375,0.8359375,0.765625,0.82421875,0.73828125,1.0,0.77734375,0.86328125,0.84765625,0.7421875,0.7578125,0.83203125,0.8359375,0.82421875,0.828125,0.78125,0.76953125,0.82421875,0.765625,0.79296875,0.7265625,0.78515625
random--la314,0.70703125,0.73828125,0.7421875,0.72265625,0.76953125,0.6953125,0.70703125,0.74609375,0.71875,0.73828125,0.71484375,0.7734375,0.7109375,0.77734375,1.0,0.8125,0.796875,0.68359375,0.74609375,0.7578125,0.75390625,0.7421875,0.78515625,0.69921875,0.71875,0.7421875,0.73828125,0.734375,0.70703125,0.75
random--la43,0.73046875,0.75390625,0.8203125,0.80859375,0.82421875,0.7734375,0.77734375,0.82421875,0.78125,0.83203125,0.75390625,0.84375,0.75,0.86328125,0.8125,1.0,0.8203125,0.73046875,0.78515625,0.8125,0.80859375,0.8203125,0.84765625,0.77734375,0.765625,0.796875,0.80078125,0.8359375,0.73046875,0.796875
random--la413,0.73046875,0.76171875,0.765625,0.78515625,0.80859375,0.765625,0.81640625,0.83203125,0.765625,0.80859375,0.74609375,0.796875,0.7578125,0.84765625,0.796875,0.8203125,1.0,0.73046875,0.74609375,0.8125,0.81640625,0.78125,0.83203125,0.76953125,0.765625,0.78125,0.78515625,0.796875,0.73046875,0.7578125
random--la415,0.7109375,0.65625,0.66015625,0.75,0.796875,0.81640625,0.796875,0.796875,0.80078125,0.828125,0.796875,0.78515625,0.74609375,0.7421875,0.68359375,0.73046875,0.73046875,1.0,0.734375,0.74609375,0.7734375,0.84765625,0.7265625,0.8125,0.73046875,0.78515625,0.78125,0.80078125,0.7109375,0.73046875
random--la421,0.7265625,0.71875,0.81640625,0.75,0.8046875,0.76171875,0.78125,0.8046875,0.75390625,0.7890625,0.765625,0.79296875,0.76171875,0.7578125,0.74609375,0.78515625,0.74609375,0.734375,1.0,0.75390625,0.7734375,0.78515625,0.7421875,0.7421875,0.73828125,0.81640625,0.78125,0.75390625,0.71875,0.74609375
random--la424,0.73046875,0.77734375,0.8125,0.80078125,0.76953125,0.7578125,0.79296875,0.77734375,0.765625,0.78515625,0.76171875,0.8125,0.7265625,0.83203125,0.7578125,0.8125,0.8125,0.74609375,0.75390625,1.0,0.81640625,0.765625,0.82421875,0.70703125,0.78125,0.7578125,0.77734375,0.796875,0.70703125,0.734375
random--la427,0.734375,0.78125,0.79296875,0.78125,0.78125,0.80078125,0.8125,0.8359375,0.82421875,0.7734375,0.765625,0.80078125,0.79296875,0.8359375,0.75390625,0.80859375,0.81640625,0.7734375,0.7734375,0.81640625,1.0,0.80859375,0.8125,0.7890625,0.81640625,0.81640625,0.8125,0.78515625,0.765625,0.77734375
random--la53,0.71484375,0.72265625,0.734375,0.83203125,0.87109375,0.8671875,0.81640625,0.87109375,0.8671875,0.87890625,0.83984375,0.84375,0.7890625,0.82421875,0.7421875,0.8203125,0.78125,0.84765625,0.78515625,0.765625,0.80859375,1.0,0.81640625,0.79296875,0.7421875,0.8515625,0.80078125,0.8359375,0.73828125,0.8125
