road,one-plus-o230,one-plus-o345,random--la19,random--la123,random--la124,random--la218,random--la219,random--la223,random--la237,random--la314,random--la318,random--la42,random--la44,random--la413,random--la431,random--la52,random--la620,random--la623,random--la631,random--la635,random--la650,random--la651,random--la655,random--la657,random--la78,random--la712,random--la717,random--la722,random--la87,random--la910
one-plus-o230,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
one-plus-o345,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
random--la19,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.5,0.9375,0.9375,0.9375,1.0
random--la123,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
random--la124,0.875,0.875,0.9375,0.875,1.0,0.875,0.9375,0.875,0.9375,0.875,0.625,0.875,0.875,0.9375,0.9375,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375,0.875,0.875,0.4375,0.875,0.875,0.875,0.9375
random--la218,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
random--la219,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.5,0.9375,0.9375,0.9375,1.0
random--la223,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
random--la237,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.5,0.9375,0.9375,0.9375,1.0
random--la314,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
random--la318,0.5,0.5,0.5625,0.5,0.625,0.5,0.5625,0.5,0.5625,0.5,1.0,0.5,0.5,0.5625,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5,0.5,0.4375,0.5,0.5,0.5,0.5625
random--la42,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
random--la44,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,1.0,0.9375,1.0,0.5,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0,0.4375,1.0,1.0,1.0,0.9375
random--la413,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.5,0.9375,0.9375,0.9375,1.0
random--la431,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.5625,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.5,0.9375,0.9375,0.9375,1.0
