test,num_obes
one-plus-o224,0
one-plus-o228,0
random--la112,0
random--la114,0
random--la125,0
random--la102,0
random--la1010,0
random--la1021,0
random--la24,0
random--la26,0
random--la218,0
random--la235,0
random--la240,0
random--la318,1
random--la43,0
random--la431,0
random--la438,1
random--la514,0
random--la532,0
random--la63,0
random--la66,1
random--la621,0
random--la630,0
random--la631,0
random--la633,0
random--la638,0
random--la641,0
random--la712,1
random--la727,0
random--la910,0
