road,one-plus-o27,one-plus-o222,one-plus-o239,one-plus-o34,one-plus-o36,one-plus-o37,one-plus-o318,one-plus-o334,one-plus-o344,one-plus-o356,one-plus-o360,one-plus-o365,one-plus-o368,random--la115,random--la1014,random--la1024,random--la24,random--la26,random--la410,random--la434,random--la438,random--la523,random--la65,random--la68,random--la630,random--la76,random--la726,random--la731,random--la82,random--la920
one-plus-o27,1.0,0.8470588235294118,0.8256410256410256,0.8466666666666667,0.9,0.8933333333333333,0.8424242424242424,0.8666666666666667,0.8740740740740741,0.8814814814814815,0.9111111111111111,0.8666666666666667,0.8740740740740741,0.7895424836601307,0.847863247863248,0.869281045751634,0.8461538461538461,0.8444444444444444,0.8339869281045752,0.8425925925925926,0.8156862745098039,0.807843137254902,0.7895424836601307,0.8383838383838385,0.8104575163398693,0.837037037037037,0.8747474747474748,0.7866666666666666,0.8522875816993464,0.8522875816993464
one-plus-o222,0.8470588235294118,1.0,0.841025641025641,0.8466666666666667,0.8466666666666667,0.8400000000000001,0.8484848484848485,0.8833333333333333,0.8444444444444444,0.8814814814814815,0.8888888888888888,0.8333333333333334,0.8444444444444444,0.8287581699346406,0.847863247863248,0.8469135802469135,0.8358974358974359,0.8123456790123457,0.8339869281045752,0.8537037037037037,0.8074074074074075,0.7925925925925926,0.8052287581699347,0.8141414141414142,0.7712418300653594,0.8103703703703704,0.8505050505050505,0.8088888888888889,0.8366013071895425,0.8287581699346405
one-plus-o239,0.8256410256410256,0.841025641025641,1.0,0.8400000000000001,0.8200000000000001,0.8133333333333334,0.8545454545454545,0.8333333333333334,0.8296296296296296,0.8666666666666667,0.8666666666666667,0.825,0.8444444444444444,0.8,0.8170940170940171,0.8427350427350427,0.7948717948717948,0.8427350427350427,0.8239316239316239,0.837037037037037,0.7794871794871795,0.8529914529914531,0.8564102564102565,0.802020202020202,0.7709401709401709,0.8170940170940171,0.8686868686868687,0.8427350427350427,0.8529914529914531,0.8376068376068376
one-plus-o34,0.8466666666666667,0.8466666666666667,0.8400000000000001,1.0,0.8733333333333333,0.88,0.96,0.8666666666666667,0.8518518518518519,0.9333333333333333,0.8518518518518519,0.85,0.8962962962962964,0.8355555555555556,0.8622222222222222,0.9022222222222223,0.7955555555555556,0.8533333333333333,0.86,0.8111111111111111,0.8533333333333333,0.8288888888888889,0.8533333333333333,0.7755555555555556,0.8377777777777777,0.8622222222222222,0.8622222222222222,0.7933333333333333,0.8555555555555556,0.8355555555555556
one-plus-o36,0.9,0.8466666666666667,0.8200000000000001,0.8733333333333333,1.0,0.9933333333333333,0.9266666666666666,0.8833333333333333,0.9037037037037037,0.8814814814814815,0.8518518518518519,0.925,0.8740740740740741,0.8377777777777777,0.8866666666666667,0.92,0.8,0.9088888888888889,0.8511111111111112,0.8355555555555556,0.9088888888888889,0.8222222222222222,0.8155555555555556,0.8088888888888889,0.8400000000000001,0.8222222222222222,0.8355555555555556,0.7844444444444445,0.8666666666666667,0.8422222222222222
one-plus-o37,0.8933333333333333,0.8400000000000001,0.8133333333333334,0.88,0.9933333333333333,1.0,0.92,0.875,0.9111111111111111,0.8740740740740741,0.8592592592592593,0.9333333333333333,0.8666666666666667,0.8444444444444444,0.88,0.9133333333333333,0.7933333333333333,0.9022222222222223,0.8444444444444444,0.8288888888888889,0.9022222222222223,0.8288888888888889,0.8222222222222222,0.8022222222222223,0.8333333333333334,0.8155555555555556,0.8288888888888889,0.7911111111111111,0.86,0.8355555555555556
one-plus-o318,0.8424242424242424,0.8484848484848485,0.8545454545454545,0.96,0.9266666666666666,0.92,1.0,0.9083333333333333,0.8888888888888888,0.9333333333333333,0.8814814814814815,0.8916666666666666,0.9407407407407408,0.8464646464646465,0.8626262626262626,0.8686868686868687,0.7636363636363637,0.8505050505050505,0.8545454545454545,0.8383838383838385,0.8242424242424242,0.8565656565656565,0.8383838383838385,0.7595959595959596,0.7919191919191919,0.8444444444444444,0.8626262626262626,0.7797979797979797,0.8444444444444444,0.8363636363636364
one-plus-o334,0.8666666666666667,0.8833333333333333,0.8333333333333334,0.8666666666666667,0.8833333333333333,0.875,0.9083333333333333,1.0,0.8916666666666666,0.8583333333333334,0.8333333333333334,0.9083333333333333,0.8416666666666667,0.8527777777777777,0.9,0.9027777777777778,0.875,0.8444444444444444,0.9083333333333333,0.8611111111111112,0.8694444444444445,0.9361111111111111,0.8333333333333334,0.8111111111111111,0.9416666666666667,0.8666666666666667,0.85,0.8305555555555556,0.8666666666666667,0.8666666666666667
one-plus-o344,0.8740740740740741,0.8444444444444444,0.8296296296296296,0.8518518518518519,0.9037037037037037,0.9111111111111111,0.8888888888888888,0.8916666666666666,1.0,0.9185185185185185,0.8740740740740741,0.9833333333333333,0.9111111111111111,0.7876543209876543,0.8666666666666667,0.9259259259259259,0.7827160493827161,0.8617283950617284,0.837037037037037,0.854320987654321,0.8814814814814815,0.8395061728395062,0.817283950617284,0.780246913580247,0.817283950617284,0.8518518518518519,0.8246913580246914,0.7925925925925926,0.8839506172839506,0.8666666666666667
one-plus-o356,0.8814814814814815,0.8814814814814815,0.8666666666666667,0.9333333333333333,0.8814814814814815,0.8740740740740741,0.9333333333333333,0.8583333333333334,0.9185185185185185,1.0,0.8962962962962964,0.9333333333333333,0.962962962962963,0.8395061728395062,0.8987654320987655,0.9185185185185185,0.8074074074074075,0.8691358024691358,0.8518518518518519,0.8765432098765432,0.8987654320987655,0.8469135802469137,0.837037037037037,0.817283950617284,0.8148148148148149,0.9061728395061729,0.8617283950617284,0.7654320987654322,0.8518518518518519,0.8740740740740741
