road,one-plus-o27,one-plus-o222,one-plus-o239,one-plus-o34,one-plus-o36,one-plus-o37,one-plus-o318,one-plus-o334,one-plus-o344,one-plus-o356,one-plus-o360,one-plus-o365,one-plus-o368,random--la115,random--la1014,random--la1024,random--la24,random--la26,random--la410,random--la434,random--la438,random--la523,random--la65,random--la68,random--la630,random--la76,random--la726,random--la731,random--la82,random--la920
one-plus-o27,1.0,0.8,0.7777777777777778,0.5,0.5,0.5,0.4,0.4,0.6,0.7777777777777778,0.5,0.5,0.5,0.7,0.5454545454545454,0.8,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.4,0.6666666666666666,0.5,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.5,0.46153846153846156,0.6363636363636364,0.6
one-plus-o222,0.8,1.0,0.8,0.7,0.7,0.7,0.6,0.6,0.8,0.8,0.7,0.7,0.7,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.6666666666666666,0.9090909090909091,0.7272727272727273,0.45454545454545453,0.8333333333333334,0.6666666666666666,0.5454545454545454,0.4166666666666667,0.5833333333333334,0.8181818181818182,0.5454545454545454,0.6153846153846154,0.8181818181818182,0.6363636363636364
one-plus-o239,0.7777777777777778,0.8,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4,0.6,0.6,0.5,0.5,0.5,0.7,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.6666666666666666,0.5,0.5,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.5,0.46153846153846156,0.8,0.45454545454545453
one-plus-o34,0.5,0.7,0.6666666666666666,1.0,0.75,1.0,0.8571428571428571,0.625,0.6666666666666666,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6,0.6,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.45454545454545453,0.3,0.5833333333333334,0.5454545454545454,0.4,0.2727272727272727,0.3333333333333333,0.7,0.4,0.5,0.7,0.36363636363636365
one-plus-o36,0.5,0.7,0.6666666666666666,0.75,1.0,0.75,0.625,0.625,0.6666666666666666,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6,0.7777777777777778,0.5454545454545454,0.4166666666666667,0.6363636363636364,0.6,0.4444444444444444,0.5833333333333334,0.5454545454545454,0.5555555555555556,0.4,0.3333333333333333,0.7,0.5555555555555556,0.6363636363636364,0.7,0.36363636363636365
one-plus-o37,0.5,0.7,0.6666666666666666,1.0,0.75,1.0,0.8571428571428571,0.625,0.6666666666666666,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6,0.6,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.45454545454545453,0.3,0.5833333333333334,0.5454545454545454,0.4,0.2727272727272727,0.3333333333333333,0.7,0.4,0.5,0.7,0.36363636363636365
one-plus-o318,0.4,0.6,0.5555555555555556,0.8571428571428571,0.625,0.8571428571428571,1.0,0.7142857142857143,0.75,0.5555555555555556,0.625,0.625,0.625,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.2,0.5,0.45454545454545453,0.4444444444444444,0.3,0.25,0.6,0.3,0.4166666666666667,0.6,0.2727272727272727
one-plus-o334,0.4,0.6,0.4,0.625,0.625,0.625,0.7142857142857143,1.0,0.75,0.5555555555555556,0.625,0.625,0.625,0.5,0.6666666666666666,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.5,0.3333333333333333,0.5,0.45454545454545453,0.4444444444444444,0.4444444444444444,0.25,0.6,0.3,0.5454545454545454,0.45454545454545453,0.2727272727272727
one-plus-o344,0.6,0.8,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.7777777777777778,0.875,0.875,0.875,0.7,0.7,0.6363636363636364,0.5,0.7272727272727273,0.5454545454545454,0.4,0.6666666666666666,0.6363636363636364,0.5,0.5,0.4166666666666667,0.8,0.36363636363636365,0.5833333333333334,0.6363636363636364,0.45454545454545453
one-plus-o356,0.7777777777777778,0.8,0.6,0.5,0.5,0.5,0.5555555555555556,0.5555555555555556,0.7777777777777778,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.8,0.5,0.7272727272727273,0.5454545454545454,0.4,0.6666666666666666,0.5,0.5,0.36363636363636365,0.4166666666666667,0.6363636363636364,0.5,0.46153846153846156,0.6363636363636364,0.6
one-plus-o360,0.5,0.7,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.625,0.625,0.875,0.6666666666666666,1.0,0.75,1.0,0.6,0.6,0.5454545454545454,0.4166666666666667,0.6363636363636364,0.45454545454545453,0.3,0.5833333333333334,0.5454545454545454,0.4,0.4,0.45454545454545453,0.7,0.2727272727272727,0.5,0.5454545454545454,0.5
one-plus-o365,0.5,0.7,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.625,0.625,0.875,0.6666666666666666,0.75,1.0,0.75,0.6,0.6,0.5454545454545454,0.4166666666666667,0.6363636363636364,0.6,0.4444444444444444,0.5833333333333334,0.5454545454545454,0.4,0.4,0.3333333333333333,0.7,0.2727272727272727,0.5,0.5454545454545454,0.36363636363636365
one-plus-o368,0.5,0.7,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.625,0.625,0.875,0.6666666666666666,1.0,0.75,1.0,0.6,0.6,0.5454545454545454,0.4166666666666667,0.6363636363636364,0.45454545454545453,0.3,0.5833333333333334,0.5454545454545454,0.4,0.4,0.45454545454545453,0.7,0.2727272727272727,0.5,0.5454545454545454,0.5
random--la115,0.7,0.7272727272727273,0.7,0.6,0.6,0.6,0.5,0.5,0.7,0.5454545454545454,0.6,0.6,0.6,1.0,0.8,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.5,0.75,0.7272727272727273,0.45454545454545453,0.6,0.6363636363636364,0.9,0.45454545454545453,0.6666666666666666,0.7272727272727273,0.5454545454545454
random--la1014,0.5454545454545454,0.7272727272727273,0.5454545454545454,0.6,0.7777777777777778,0.6,0.5,0.6666666666666666,0.7,0.5454545454545454,0.6,0.6,0.6,0.8,1.0,0.7272727272727273,0.5833333333333334,0.8181818181818182,0.8,0.6666666666666666,0.75,0.7272727272727273,0.6,0.6,0.5,0.9,0.6,0.8181818181818182,0.7272727272727273,0.5454545454545454
random--la1024,0.8,0.8181818181818182,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.8,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.7272727272727273,1.0,0.6666666666666666,0.9090909090909091,0.7272727272727273,0.6,0.8333333333333334,0.6666666666666666,0.5454545454545454,0.4166666666666667,0.5833333333333334,0.8181818181818182,0.7,0.6153846153846154,0.8181818181818182,0.8
random--la24,0.6363636363636364,0.6666666666666666,0.6363636363636364,0.5454545454545454,0.4166666666666667,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.5,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7272727272727273,0.5833333333333334,0.6666666666666666,1.0,0.75,0.5833333333333334,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.7272727272727273,0.6666666666666666,0.4166666666666667,0.6153846153846154,0.6666666666666666,0.5
random--la26,0.7272727272727273,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.75,1.0,0.8181818181818182,0.5454545454545454,0.9166666666666666,0.75,0.6363636363636364,0.5,0.6666666666666666,0.9090909090909091,0.6363636363636364,0.6923076923076923,0.9090909090909091,0.7272727272727273
