road,one-plus-o216,one-plus-o217,one-plus-o222,one-plus-o223,one-plus-o225,one-plus-o243,random--la19,random--la1018,random--la1021,random--la26,random--la213,random--la218,random--la219,random--la232,random--la318,random--la43,random--la412,random--la430,random--la438,random--la520,random--la523,random--la532,random--la66,random--la621,random--la625,random--la631,random--la638,random--la76,random--la727,random--la86
one-plus-o216,1.0,0.945,0.785,0.975,0.785,0.7421052631578947,0.7466666666666666,0.74,0.745,0.7894736842105263,0.74,0.735,0.78,0.765,0.775,0.73,0.7285714285714286,0.735,0.8421052631578947,0.736842105263158,0.735,0.79,0.745,0.75,0.725,0.785,0.8,0.7733333333333333,0.745,0.7833333333333333
one-plus-o217,0.945,1.0,0.785,0.92,0.785,0.8157894736842105,0.8,0.782608695652174,0.8428571428571429,0.7157894736842105,0.76,0.7478260869565218,0.7434782608695651,0.755,0.7666666666666666,0.7272727272727273,0.7714285714285715,0.8090909090909091,0.7842105263157895,0.7789473684210526,0.7238095238095238,0.795,0.7173913043478262,0.782608695652174,0.755,0.7818181818181819,0.8142857142857143,0.7266666666666667,0.7608695652173914,0.7666666666666666
one-plus-o222,0.785,0.785,1.0,0.81,1.0,0.7052631578947368,0.74,0.78,0.745,0.7473684210526316,0.735,0.765,0.75,0.72,0.73,0.735,0.7571428571428571,0.7150000000000001,0.7473684210526316,0.7736842105263158,0.725,0.725,0.725,0.72,0.8,0.775,0.7428571428571429,0.7733333333333333,0.75,0.75
one-plus-o223,0.975,0.92,0.81,1.0,0.81,0.7157894736842105,0.7466666666666666,0.765,0.74,0.7631578947368421,0.765,0.735,0.795,0.74,0.75,0.71,0.7428571428571429,0.74,0.8368421052631578,0.7315789473684211,0.725,0.765,0.75,0.735,0.71,0.76,0.7928571428571428,0.8066666666666666,0.75,0.7555555555555555
one-plus-o225,0.785,0.785,1.0,0.81,1.0,0.7052631578947368,0.74,0.78,0.745,0.7473684210526316,0.735,0.765,0.75,0.72,0.73,0.735,0.7571428571428571,0.7150000000000001,0.7473684210526316,0.7736842105263158,0.725,0.725,0.725,0.72,0.8,0.775,0.7428571428571429,0.7733333333333333,0.75,0.75
one-plus-o243,0.7421052631578947,0.8157894736842105,0.7052631578947368,0.7157894736842105,0.7052631578947368,1.0,0.7866666666666666,0.7421052631578947,0.7736842105263158,0.7052631578947368,0.7842105263157895,0.7578947368421053,0.7631578947368421,0.7526315789473684,0.736842105263158,0.7473684210526316,0.7357142857142858,0.8,0.7894736842105263,0.7315789473684211,0.7263157894736842,0.8052631578947369,0.7157894736842105,0.7473684210526316,0.7736842105263158,0.8052631578947369,0.8,0.7866666666666666,0.7736842105263158,0.7444444444444445
random--la19,0.7466666666666666,0.8,0.74,0.7466666666666666,0.74,0.7866666666666666,1.0,0.7933333333333333,0.76,0.7466666666666666,0.7733333333333333,0.7733333333333333,0.76,0.7866666666666666,0.7466666666666666,0.7466666666666666,0.7071428571428571,0.7666666666666666,0.7333333333333334,0.76,0.76,0.7733333333333333,0.8200000000000001,0.8,0.7866666666666666,0.78,0.7714285714285715,0.7066666666666667,0.7533333333333333,0.76
random--la1018,0.74,0.782608695652174,0.78,0.765,0.78,0.7421052631578947,0.7933333333333333,1.0,0.7666666666666666,0.7315789473684211,0.84,0.7625,0.75,0.72,0.7333333333333334,0.7227272727272727,0.7785714285714286,0.7318181818181818,0.7421052631578947,0.7631578947368421,0.8523809523809524,0.745,0.7416666666666667,0.7875,0.72,0.75,0.7642857142857142,0.7733333333333333,0.7875,0.7611111111111111
random--la1021,0.745,0.8428571428571429,0.745,0.74,0.745,0.7736842105263158,0.76,0.7666666666666666,1.0,0.736842105263158,0.745,0.780952380952381,0.7857142857142857,0.75,0.7476190476190476,0.7285714285714286,0.7785714285714286,0.7523809523809524,0.7473684210526316,0.7315789473684211,0.7571428571428571,0.725,0.7428571428571429,0.7761904761904762,0.79,0.7666666666666666,0.7928571428571428,0.7466666666666666,0.7666666666666666,0.7444444444444445
random--la26,0.7894736842105263,0.7157894736842105,0.7473684210526316,0.7631578947368421,0.7473684210526316,0.7052631578947368,0.7466666666666666,0.7315789473684211,0.736842105263158,1.0,0.7052631578947368,0.7157894736842105,0.7105263157894737,0.736842105263158,0.7,0.6894736842105262,0.7071428571428571,0.736842105263158,0.7052631578947368,0.7210526315789474,0.6842105263157895,0.7631578947368421,0.7789473684210526,0.7157894736842105,0.7315789473684211,0.8,0.7357142857142858,0.74,0.7315789473684211,0.6888888888888889
random--la213,0.74,0.76,0.735,0.765,0.735,0.7842105263157895,0.7733333333333333,0.84,0.745,0.7052631578947368,1.0,0.825,0.77,0.765,0.775,0.8200000000000001,0.8642857142857143,0.735,0.7315789473684211,0.7105263157894737,0.765,0.75,0.765,0.745,0.775,0.77,0.8,0.74,0.76,0.7388888888888889
random--la218,0.735,0.7478260869565218,0.765,0.735,0.765,0.7578947368421053,0.7733333333333333,0.7625,0.780952380952381,0.7157894736842105,0.825,1.0,0.7458333333333333,0.735,0.7714285714285715,0.7772727272727273,0.7785714285714286,0.7772727272727273,0.7842105263157895,0.7473684210526316,0.7523809523809524,0.775,0.7583333333333333,0.76,0.77,0.7954545454545454,0.8142857142857143,0.7666666666666666,0.7769230769230769,0.7833333333333333
random--la219,0.78,0.7434782608695651,0.75,0.795,0.75,0.7631578947368421,0.76,0.75,0.7857142857142857,0.7105263157894737,0.77,0.7458333333333333,1.0,0.77,0.7428571428571429,0.7363636363636363,0.7785714285714286,0.7272727272727273,0.8052631578947369,0.7736842105263158,0.7380952380952381,0.75,0.7333333333333334,0.75,0.765,0.7681818181818182,0.7714285714285715,0.8066666666666666,0.7833333333333333,0.8
random--la232,0.765,0.755,0.72,0.74,0.72,0.7526315789473684,0.7866666666666666,0.72,0.75,0.736842105263158,0.765,0.735,0.77,1.0,0.78,0.725,0.7785714285714286,0.72,0.7105263157894737,0.736842105263158,0.72,0.735,0.725,0.765,0.78,0.76,0.7642857142857142,0.74,0.76,0.7444444444444445
random--la318,0.775,0.7666666666666666,0.73,0.75,0.73,0.736842105263158,0.7466666666666666,0.7333333333333334,0.7476190476190476,0.7,0.775,0.7714285714285715,0.7428571428571429,0.78,1.0,0.8095238095238095,0.8357142857142857,0.7523809523809524,0.8105263157894737,0.7842105263157895,0.7238095238095238,0.785,0.7380952380952381,0.7761904761904762,0.825,0.7952380952380953,0.8142857142857143,0.76,0.7952380952380953,0.7666666666666666
random--la43,0.73,0.7272727272727273,0.735,0.71,0.735,0.7473684210526316,0.7466666666666666,0.7227272727272727,0.7285714285714286,0.6894736842105262,0.8200000000000001,0.7772727272727273,0.7363636363636363,0.725,0.8095238095238095,1.0,0.7714285714285715,0.6909090909090909,0.736842105263158,0.8263157894736842,0.7285714285714286,0.735,0.7181818181818183,0.7727272727272727,0.795,0.7181818181818183,0.7428571428571429,0.7333333333333334,0.7818181818181819,0.7611111111111111
random--la412,0.7285714285714286,0.7714285714285715,0.7571428571428571,0.7428571428571429,0.7571428571428571,0.7357142857142858,0.7071428571428571,0.7785714285714286,0.7785714285714286,0.7071428571428571,0.8642857142857143,0.7785714285714286,0.7785714285714286,0.7785714285714286,0.8357142857142857,0.7714285714285715,1.0,0.7785714285714286,0.7857142857142857,0.7214285714285714,0.7214285714285714,0.8071428571428572,0.75,0.7928571428571428,0.7642857142857142,0.7642857142857142,0.7857142857142857,0.7714285714285715,0.8071428571428572,0.75
random--la430,0.735,0.8090909090909091,0.7150000000000001,0.74,0.7150000000000001,0.8,0.7666666666666666,0.7318181818181818,0.7523809523809524,0.736842105263158,0.735,0.7772727272727273,0.7272727272727273,0.72,0.7523809523809524,0.6909090909090909,0.7785714285714286,1.0,0.7526315789473684,0.7105263157894737,0.7047619047619047,0.74,0.7818181818181819,0.7181818181818183,0.72,0.7545454545454545,0.8071428571428572,0.8133333333333334,0.7772727272727273,0.7222222222222222
random--la438,0.8421052631578947,0.7842105263157895,0.7473684210526316,0.8368421052631578,0.7473684210526316,0.7894736842105263,0.7333333333333334,0.7421052631578947,0.7473684210526316,0.7052631578947368,0.7315789473684211,0.7842105263157895,0.8052631578947369,0.7105263157894737,0.8105263157894737,0.736842105263158,0.7857142857142857,0.7526315789473684,1.0,0.7842105263157895,0.7473684210526316,0.7421052631578947,0.7421052631578947,0.7157894736842105,0.736842105263158,0.7789473684210526,0.85,0.76,0.7736842105263158,0.7722222222222223
random--la520,0.736842105263158,0.7789473684210526,0.7736842105263158,0.7315789473684211,0.7736842105263158,0.7315789473684211,0.76,0.7631578947368421,0.7315789473684211,0.7210526315789474,0.7105263157894737,0.7473684210526316,0.7736842105263158,0.736842105263158,0.7842105263157895,0.8263157894736842,0.7214285714285714,0.7105263157894737,0.7842105263157895,1.0,0.7315789473684211,0.7473684210526316,0.8,0.7473684210526316,0.7315789473684211,0.7736842105263158,0.7642857142857142,0.8,0.7631578947368421,0.7555555555555555
random--la523,0.735,0.7238095238095238,0.725,0.725,0.725,0.7263157894736842,0.76,0.8523809523809524,0.7571428571428571,0.6842105263157895,0.765,0.7523809523809524,0.7380952380952381,0.72,0.7238095238095238,0.7285714285714286,0.7214285714285714,0.7047619047619047,0.7473684210526316,0.7315789473684211,1.0,0.6950000000000001,0.7285714285714286,0.7333333333333334,0.72,0.7047619047619047,0.7214285714285714,0.72,0.7285714285714286,0.7222222222222222
random--la532,0.79,0.795,0.725,0.765,0.725,0.8052631578947369,0.7733333333333333,0.745,0.725,0.7631578947368421,0.75,0.775,0.75,0.735,0.785,0.735,0.8071428571428572,0.74,0.7421052631578947,0.7473684210526316,0.6950000000000001,1.0,0.765,0.78,0.745,0.74,0.85,0.7933333333333333,0.795,0.7555555555555555
random--la66,0.745,0.7173913043478262,0.725,0.75,0.725,0.7157894736842105,0.8200000000000001,0.7416666666666667,0.7428571428571429,0.7789473684210526,0.765,0.7583333333333333,0.7333333333333334,0.725,0.7380952380952381,0.7181818181818183,0.75,0.7818181818181819,0.7421052631578947,0.8,0.7285714285714286,0.765,1.0,0.75,0.73,0.740909090909091,0.75,0.8133333333333334,0.7666666666666666,0.7388888888888889
random--la621,0.75,0.782608695652174,0.72,0.735,0.72,0.7473684210526316,0.8,0.7875,0.7761904761904762,0.7157894736842105,0.745,0.76,0.75,0.765,0.7761904761904762,0.7727272727272727,0.7928571428571428,0.7181818181818183,0.7157894736842105,0.7473684210526316,0.7333333333333334,0.78,0.75,1.0,0.76,0.7681818181818182,0.7714285714285715,0.8133333333333334,0.756,0.7277777777777779
