road,one-plus-o216,one-plus-o217,one-plus-o222,one-plus-o223,one-plus-o225,one-plus-o243,random--la19,random--la1018,random--la1021,random--la26,random--la213,random--la218,random--la219,random--la232,random--la318,random--la43,random--la412,random--la430,random--la438,random--la520,random--la523,random--la532,random--la66,random--la621,random--la625,random--la631,random--la638,random--la76,random--la727,random--la86
one-plus-o216,1.0,0.7890625,0.71484375,0.828125,0.765625,0.7578125,0.71875,0.71875,0.76171875,0.7890625,0.76171875,0.81640625,0.71484375,0.7109375,0.734375,0.75390625,0.7109375,0.7421875,0.74609375,0.7578125,0.75,0.75,0.7109375,0.75390625,0.74609375,0.66015625,0.75,0.77734375,0.75,0.77734375
one-plus-o217,0.7890625,1.0,0.76171875,0.8203125,0.7734375,0.7578125,0.7265625,0.6953125,0.77734375,0.765625,0.76953125,0.80078125,0.69921875,0.75,0.734375,0.74609375,0.7265625,0.7421875,0.73046875,0.7890625,0.8125,0.78125,0.6953125,0.77734375,0.76171875,0.69921875,0.7265625,0.78515625,0.78125,0.79296875
one-plus-o222,0.71484375,0.76171875,1.0,0.73046875,0.87890625,0.76171875,0.71484375,0.76953125,0.7421875,0.73828125,0.7890625,0.78125,0.7265625,0.73828125,0.73828125,0.78125,0.75390625,0.76171875,0.75,0.74609375,0.74609375,0.79296875,0.75390625,0.765625,0.78125,0.7109375,0.76953125,0.734375,0.76171875,0.734375
one-plus-o223,0.828125,0.8203125,0.73046875,1.0,0.7421875,0.78125,0.6953125,0.6796875,0.75390625,0.75,0.73046875,0.77734375,0.69921875,0.71875,0.75,0.69140625,0.703125,0.7109375,0.73828125,0.75,0.75,0.734375,0.6953125,0.75390625,0.72265625,0.62890625,0.7265625,0.76171875,0.765625,0.76171875
one-plus-o225,0.765625,0.7734375,0.87890625,0.7421875,1.0,0.7578125,0.71875,0.7421875,0.74609375,0.7265625,0.77734375,0.76953125,0.72265625,0.71875,0.734375,0.76171875,0.75,0.75,0.75390625,0.7734375,0.78125,0.796875,0.7265625,0.73046875,0.76171875,0.72265625,0.75,0.75390625,0.765625,0.77734375
one-plus-o243,0.7578125,0.7578125,0.76171875,0.78125,0.7578125,1.0,0.6953125,0.71875,0.75390625,0.7734375,0.76953125,0.79296875,0.72265625,0.703125,0.7109375,0.74609375,0.703125,0.71875,0.73828125,0.75,0.75,0.7890625,0.703125,0.76953125,0.73828125,0.69140625,0.7421875,0.73828125,0.7734375,0.76953125
random--la19,0.71875,0.7265625,0.71484375,0.6953125,0.71875,0.6953125,1.0,0.6953125,0.75390625,0.734375,0.81640625,0.74609375,0.66796875,0.7578125,0.6875,0.75390625,0.7578125,0.765625,0.70703125,0.7109375,0.703125,0.765625,0.7109375,0.74609375,0.77734375,0.72265625,0.7421875,0.77734375,0.71875,0.77734375
random--la1018,0.71875,0.6953125,0.76953125,0.6796875,0.7421875,0.71875,0.6953125,1.0,0.73828125,0.7421875,0.76953125,0.76953125,0.73046875,0.6875,0.7421875,0.80078125,0.78125,0.7421875,0.79296875,0.71875,0.765625,0.765625,0.7734375,0.76953125,0.74609375,0.72265625,0.7734375,0.77734375,0.765625,0.74609375
random--la1021,0.76171875,0.77734375,0.7421875,0.75390625,0.74609375,0.75390625,0.75390625,0.73828125,1.0,0.78515625,0.7578125,0.7890625,0.7734375,0.75390625,0.75390625,0.765625,0.73046875,0.75390625,0.78125,0.76171875,0.80859375,0.79296875,0.72265625,0.828125,0.7578125,0.65625,0.74609375,0.78125,0.80078125,0.7421875
random--la26,0.7890625,0.765625,0.73828125,0.75,0.7265625,0.7734375,0.734375,0.7421875,0.78515625,1.0,0.80078125,0.84765625,0.74609375,0.734375,0.734375,0.77734375,0.7421875,0.7890625,0.73046875,0.734375,0.7890625,0.7890625,0.734375,0.77734375,0.77734375,0.69140625,0.7578125,0.79296875,0.78125,0.75390625
random--la213,0.76171875,0.76953125,0.7890625,0.73046875,0.77734375,0.76953125,0.81640625,0.76953125,0.7578125,0.80078125,1.0,0.828125,0.71875,0.77734375,0.76171875,0.8359375,0.80078125,0.79296875,0.765625,0.76953125,0.75390625,0.83203125,0.77734375,0.7890625,0.8125,0.7734375,0.79296875,0.8125,0.81640625,0.8046875
random--la218,0.81640625,0.80078125,0.78125,0.77734375,0.76953125,0.79296875,0.74609375,0.76953125,0.7890625,0.84765625,0.828125,1.0,0.78125,0.79296875,0.80078125,0.8046875,0.77734375,0.83203125,0.765625,0.76171875,0.77734375,0.83984375,0.75390625,0.7890625,0.78125,0.6875,0.79296875,0.84375,0.84765625,0.796875
random--la219,0.71484375,0.69921875,0.7265625,0.69921875,0.72265625,0.72265625,0.66796875,0.73046875,0.7734375,0.74609375,0.71875,0.78125,1.0,0.72265625,0.76171875,0.7109375,0.74609375,0.80078125,0.7578125,0.72265625,0.76953125,0.80078125,0.70703125,0.7578125,0.7421875,0.6875,0.73828125,0.7421875,0.74609375,0.703125
random--la232,0.7109375,0.75,0.73828125,0.71875,0.71875,0.703125,0.7578125,0.6875,0.75390625,0.734375,0.77734375,0.79296875,0.72265625,1.0,0.6796875,0.73046875,0.7578125,0.7421875,0.71484375,0.7421875,0.7109375,0.765625,0.71875,0.75390625,0.78515625,0.70703125,0.7109375,0.76171875,0.7109375,0.73046875
random--la318,0.734375,0.734375,0.73828125,0.75,0.734375,0.7109375,0.6875,0.7421875,0.75390625,0.734375,0.76171875,0.80078125,0.76171875,0.6796875,1.0,0.76953125,0.734375,0.78125,0.73828125,0.7421875,0.75,0.7890625,0.7578125,0.80078125,0.76171875,0.65234375,0.7578125,0.77734375,0.84375,0.75390625
random--la43,0.75390625,0.74609375,0.78125,0.69140625,0.76171875,0.74609375,0.75390625,0.80078125,0.765625,0.77734375,0.8359375,0.8046875,0.7109375,0.73046875,0.76953125,1.0,0.76953125,0.79296875,0.796875,0.78515625,0.77734375,0.84765625,0.76171875,0.765625,0.7890625,0.6953125,0.80859375,0.8125,0.80859375,0.7421875
random--la412,0.7109375,0.7265625,0.75390625,0.703125,0.75,0.703125,0.7578125,0.78125,0.73046875,0.7421875,0.80078125,0.77734375,0.74609375,0.7578125,0.734375,0.76953125,1.0,0.7890625,0.79296875,0.7421875,0.7109375,0.796875,0.7265625,0.76953125,0.82421875,0.73046875,0.8359375,0.83203125,0.75,0.78515625
random--la430,0.7421875,0.7421875,0.76171875,0.7109375,0.75,0.71875,0.765625,0.7421875,0.75390625,0.7890625,0.79296875,0.83203125,0.80078125,0.7421875,0.78125,0.79296875,0.7890625,1.0,0.73046875,0.7734375,0.75,0.8203125,0.71875,0.77734375,0.80078125,0.68359375,0.8203125,0.78515625,0.765625,0.74609375
