test,num_obes
one-plus-o29,0
random--la114,0
random--la123,0
random--la1014,0
random--la1017,0
random--la1021,0
random--la1022,0
random--la214,0
random--la231,0
random--la232,0
random--la314,0
random--la413,0
random--la425,0
random--la430,0
random--la435,0
random--la52,0
random--la519,0
random--la523,0
random--la531,1
random--la68,0
random--la614,0
random--la635,0
random--la653,0
random--la654,0
random--la655,0
random--la658,0
random--la661,0
random--la732,0
random--la83,0
random--la828,0
