road,one-plus-o217,one-plus-o243,random--la17,random--la112,random--la114,random--la119,random--la125,random--la24,random--la26,random--la211,random--la213,random--la217,random--la218,random--la221,random--la33,random--la318,random--la435,random--la52,random--la635,random--la650,random--la658,random--la660,random--la727,random--la729,random--la86,random--la819,random--la93,random--la94,random--la915,random--la918
one-plus-o217,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
one-plus-o243,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la17,0.125,0.125,1.0,0.125,0.1875,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1875,0.125,0.1875,0.1875,0.125,0.125,0.1875,0.125,0.125,0.125,0.125,0.1875,0.125,0.125,0.125,0.125,0.3125
random--la112,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la114,0.9375,0.9375,0.1875,0.9375,1.0,0.1875,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.875,0.9375,0.875,0.875,0.9375,0.9375,0.875,0.9375,0.9375,0.9375,0.9375,0.875,0.9375,0.9375,0.9375,0.9375,0.75
random--la119,0.125,0.125,0.875,0.125,0.1875,1.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1875,0.125,0.1875,0.1875,0.125,0.125,0.1875,0.125,0.125,0.125,0.125,0.1875,0.125,0.125,0.125,0.125,0.3125
random--la125,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la24,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la26,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la211,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la213,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la217,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
random--la218,1.0,1.0,0.125,1.0,0.9375,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.8125
