road,one-plus-o212,one-plus-o219,one-plus-o222,one-plus-o243,random--la13,random--la19,random--la125,random--la102,random--la1010,random--la1018,random--la1020,random--la1022,random--la1024,random--la26,random--la218,random--la219,random--la33,random--la43,random--la44,random--la427,random--la430,random--la431,random--la438,random--la514,random--la520,random--la526,random--la631,random--la638,random--la712,random--la86
one-plus-o212,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
one-plus-o219,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
one-plus-o222,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
one-plus-o243,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la13,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.9375,0.9375,0.875,0.9375,0.9375,0.9375,0.9375,0.8125,0.9375,0.9375,0.9375,0.875,0.8125,0.9375,0.9375,0.9375,1.0,0.9375,0.9375,0.6875,0.8125,0.9375
random--la19,0.875,0.875,0.875,0.875,0.9375,1.0,0.9375,0.875,0.875,0.875,0.9375,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.875,0.875,0.875,0.875,0.9375,1.0,1.0,0.625,0.875,0.875
random--la125,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.9375,0.9375,0.875,0.9375,0.9375,0.9375,0.9375,0.8125,0.9375,0.9375,0.9375,0.875,0.8125,0.9375,0.9375,0.9375,1.0,0.9375,0.9375,0.6875,0.8125,0.9375
random--la102,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la1010,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la1018,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la1020,0.8125,0.8125,0.8125,0.8125,0.875,0.9375,0.875,0.8125,0.8125,0.8125,1.0,0.8125,0.9375,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,1.0,0.9375,0.8125,0.8125,0.8125,0.875,0.9375,0.9375,0.6875,0.9375,0.8125
random--la1022,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la1024,0.875,0.875,0.875,0.875,0.9375,1.0,0.9375,0.875,0.875,0.875,0.9375,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.875,0.875,0.875,0.875,0.9375,1.0,1.0,0.625,0.875,0.875
random--la26,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la218,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la219,0.875,0.875,0.875,0.875,0.8125,0.875,0.8125,0.875,0.875,0.875,0.8125,0.875,0.875,0.875,0.875,1.0,0.75,0.875,0.875,0.8125,0.875,0.875,0.875,0.875,0.8125,0.875,0.875,0.625,0.875,0.75
random--la33,0.875,0.875,0.875,0.875,0.9375,0.875,0.9375,0.875,0.875,0.875,0.8125,0.875,0.875,0.875,0.875,0.75,1.0,0.875,0.875,0.8125,0.75,0.875,0.875,0.875,0.9375,0.875,0.875,0.625,0.75,1.0
random--la43,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la44,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la427,0.8125,0.8125,0.8125,0.8125,0.875,0.9375,0.875,0.8125,0.8125,0.8125,1.0,0.8125,0.9375,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,1.0,0.9375,0.8125,0.8125,0.8125,0.875,0.9375,0.9375,0.6875,0.9375,0.8125
random--la430,0.875,0.875,0.875,0.875,0.8125,0.875,0.8125,0.875,0.875,0.875,0.9375,0.875,0.875,0.875,0.875,0.875,0.75,0.875,0.875,0.9375,1.0,0.875,0.75,0.875,0.8125,0.875,0.875,0.75,1.0,0.75
random--la431,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la438,0.875,0.875,0.875,0.875,0.9375,0.875,0.9375,0.875,0.875,0.875,0.8125,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.8125,0.75,0.875,1.0,0.875,0.9375,0.875,0.875,0.625,0.75,0.875
random--la514,1.0,1.0,1.0,1.0,0.9375,0.875,0.9375,1.0,1.0,1.0,0.8125,1.0,0.875,1.0,1.0,0.875,0.875,1.0,1.0,0.8125,0.875,1.0,0.875,1.0,0.9375,0.875,0.875,0.75,0.875,0.875
random--la520,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,1.0,0.9375,0.9375,0.9375,0.875,0.9375,0.9375,0.9375,0.9375,0.8125,0.9375,0.9375,0.9375,0.875,0.8125,0.9375,0.9375,0.9375,1.0,0.9375,0.9375,0.6875,0.8125,0.9375
random--la526,0.875,0.875,0.875,0.875,0.9375,1.0,0.9375,0.875,0.875,0.875,0.9375,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.875,0.875,0.875,0.875,0.9375,1.0,1.0,0.625,0.875,0.875
random--la631,0.875,0.875,0.875,0.875,0.9375,1.0,0.9375,0.875,0.875,0.875,0.9375,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.875,0.875,0.875,0.875,0.9375,1.0,1.0,0.625,0.875,0.875
random--la638,0.75,0.75,0.75,0.75,0.6875,0.625,0.6875,0.75,0.75,0.75,0.6875,0.75,0.625,0.75,0.75,0.625,0.625,0.75,0.75,0.6875,0.75,0.75,0.625,0.75,0.6875,0.625,0.625,1.0,0.75,0.625
random--la712,0.875,0.875,0.875,0.875,0.8125,0.875,0.8125,0.875,0.875,0.875,0.9375,0.875,0.875,0.875,0.875,0.875,0.75,0.875,0.875,0.9375,1.0,0.875,0.75,0.875,0.8125,0.875,0.875,0.75,1.0,0.75
random--la86,0.875,0.875,0.875,0.875,0.9375,0.875,0.9375,0.875,0.875,0.875,0.8125,0.875,0.875,0.875,0.875,0.75,1.0,0.875,0.875,0.8125,0.75,0.875,0.875,0.875,0.9375,0.875,0.875,0.625,0.75,1.0
