road,one-plus-o212,one-plus-o219,one-plus-o222,one-plus-o243,random--la13,random--la19,random--la125,random--la102,random--la1010,random--la1018,random--la1020,random--la1022,random--la1024,random--la26,random--la218,random--la219,random--la33,random--la43,random--la44,random--la427,random--la430,random--la431,random--la438,random--la514,random--la520,random--la526,random--la631,random--la638,random--la712,random--la86
one-plus-o212,1.0,0.9375,0.9453125,0.9375,0.93359375,0.91796875,0.95703125,0.91796875,0.9140625,0.8984375,0.91796875,0.91015625,0.91796875,0.94140625,0.9296875,0.875,0.91015625,0.921875,0.95703125,0.91796875,0.921875,0.921875,0.921875,0.91015625,0.8671875,0.9375,0.96484375,0.890625,0.86328125,0.9453125
one-plus-o219,0.9375,1.0,0.953125,0.9140625,0.88671875,0.87109375,0.92578125,0.89453125,0.890625,0.875,0.87109375,0.88671875,0.88671875,0.91015625,0.9140625,0.8359375,0.86328125,0.8984375,0.92578125,0.87109375,0.875,0.9140625,0.8828125,0.88671875,0.8515625,0.8984375,0.91796875,0.84375,0.82421875,0.921875
one-plus-o222,0.9453125,0.953125,1.0,0.9296875,0.91015625,0.89453125,0.93359375,0.92578125,0.8984375,0.890625,0.90234375,0.88671875,0.91015625,0.93359375,0.9375,0.859375,0.89453125,0.921875,0.91796875,0.90234375,0.90625,0.921875,0.890625,0.89453125,0.875,0.921875,0.92578125,0.875,0.84765625,0.921875
one-plus-o243,0.9375,0.9140625,0.9296875,1.0,0.89453125,0.87890625,0.91796875,0.91796875,0.8984375,0.8671875,0.87890625,0.91015625,0.88671875,0.92578125,0.9140625,0.84375,0.87890625,0.8984375,0.91796875,0.88671875,0.8828125,0.8984375,0.890625,0.90234375,0.890625,0.890625,0.91796875,0.859375,0.82421875,0.921875
random--la13,0.93359375,0.88671875,0.91015625,0.89453125,1.0,0.9296875,0.921875,0.890625,0.91015625,0.93359375,0.953125,0.90625,0.9375,0.96875,0.95703125,0.89453125,0.9609375,0.95703125,0.9296875,0.9609375,0.94140625,0.94140625,0.94921875,0.890625,0.87890625,0.95703125,0.9375,0.94140625,0.9140625,0.92578125
random--la19,0.91796875,0.87109375,0.89453125,0.87890625,0.9296875,1.0,0.9140625,0.90625,0.95703125,0.87109375,0.9609375,0.9140625,0.9140625,0.9140625,0.90234375,0.89453125,0.9453125,0.92578125,0.90625,0.9609375,0.96484375,0.91015625,0.92578125,0.90625,0.90234375,0.92578125,0.953125,0.94921875,0.90625,0.92578125
random--la125,0.95703125,0.92578125,0.93359375,0.91796875,0.921875,0.9140625,1.0,0.921875,0.90234375,0.87109375,0.9140625,0.90625,0.9140625,0.921875,0.91796875,0.86328125,0.90625,0.92578125,0.9375,0.9140625,0.91015625,0.92578125,0.91015625,0.9140625,0.87890625,0.92578125,0.9453125,0.87890625,0.8515625,0.94140625
random--la102,0.91796875,0.89453125,0.92578125,0.91796875,0.890625,0.90625,0.921875,1.0,0.91796875,0.86328125,0.9140625,0.9296875,0.90625,0.90625,0.90234375,0.87109375,0.90625,0.90234375,0.921875,0.9140625,0.91796875,0.90234375,0.87109375,0.9296875,0.91796875,0.91015625,0.9296875,0.88671875,0.859375,0.89453125
random--la1010,0.9140625,0.890625,0.8984375,0.8984375,0.91015625,0.95703125,0.90234375,0.91796875,1.0,0.8671875,0.94140625,0.91796875,0.90234375,0.90234375,0.90625,0.890625,0.93359375,0.9140625,0.91796875,0.94140625,0.9375,0.9140625,0.90625,0.93359375,0.90625,0.921875,0.94140625,0.921875,0.89453125,0.921875
random--la1018,0.8984375,0.875,0.890625,0.8671875,0.93359375,0.87109375,0.87109375,0.86328125,0.8671875,1.0,0.90234375,0.85546875,0.90234375,0.93359375,0.9296875,0.859375,0.90234375,0.9296875,0.89453125,0.90234375,0.890625,0.921875,0.890625,0.84765625,0.8359375,0.9140625,0.89453125,0.890625,0.87890625,0.890625
