road,one-plus-o217,one-plus-o219,one-plus-o222,one-plus-o223,one-plus-o226,random--la13,random--la112,random--la114,random--la104,random--la107,random--la1010,random--la33,random--la43,random--la412,random--la430,random--la431,random--la438,random--la512,random--la514,random--la519,random--la532,random--la62,random--la621,random--la630,random--la655,random--la74,random--la712,random--la727,random--la819,random--la928
one-plus-o217,1.0,0.8777777777777778,0.8814814814814815,0.8518518518518519,0.8363636363636363,0.8026143790849674,0.807843137254902,0.8206349206349206,0.7882352941176471,0.8287581699346405,0.8262626262626263,0.8174603174603174,0.8095238095238095,0.8587301587301588,0.8052910052910053,0.8222222222222222,0.8222222222222222,0.8143790849673203,0.8095238095238095,0.8320987654320988,0.7816993464052288,0.8940170940170941,0.8090909090909091,0.7986928104575164,0.8677248677248677,0.8735042735042735,0.8074074074074074,0.8181818181818181,0.780952380952381,0.8248366013071895
one-plus-o219,0.8777777777777778,1.0,0.8740740740740741,0.837037037037037,0.837037037037037,0.8183006535947712,0.7843137254901961,0.853968253968254,0.807843137254902,0.8209150326797385,0.8432098765432099,0.8555555555555556,0.8209876543209876,0.8396825396825397,0.7790123456790123,0.8271604938271605,0.8444444444444444,0.8104575163398693,0.8518518518518519,0.8209876543209876,0.7895424836601307,0.8581196581196582,0.8024691358024691,0.8261437908496732,0.8345679012345679,0.8786324786324786,0.811111111111111,0.8358024691358025,0.8047619047619048,0.8130718954248366
one-plus-o222,0.8814814814814815,0.8740740740740741,1.0,0.8666666666666666,0.8888888888888888,0.8065359477124183,0.7921568627450981,0.8253968253968254,0.7921568627450981,0.8287581699346405,0.8641975308641976,0.8174603174603174,0.7975308641975308,0.8158730158730159,0.8604938271604938,0.8160493827160494,0.8074074074074075,0.7869281045751634,0.837037037037037,0.7765432098765432,0.8169934640522876,0.8735042735042735,0.7950617283950617,0.7712418300653594,0.808641975308642,0.8940170940170941,0.8037037037037037,0.825925925925926,0.7857142857142857,0.8287581699346405
one-plus-o223,0.8518518518518519,0.837037037037037,0.8666666666666667,1.0,1.0,0.8065359477124183,0.7843137254901961,0.8920634920634921,0.8039215686274509,0.8287581699346405,0.8604938271604938,0.8317460317460318,0.8271604938271605,0.8301587301587302,0.7876543209876543,0.8407407407407407,0.8518518518518519,0.7673202614379084,0.8641975308641975,0.7839506172839505,0.7895424836601308,0.8529914529914531,0.8037037037037037,0.8065359477124183,0.8716049382716049,0.8273504273504274,0.8037037037037037,0.8358024691358025,0.8238095238095238,0.8326797385620914
one-plus-o226,0.8363636363636363,0.837037037037037,0.8888888888888888,1.0,1.0,0.8261437908496732,0.788235294117647,0.8587301587301588,0.796078431372549,0.8013071895424837,0.8296296296296296,0.8269841269841269,0.8222222222222222,0.8301587301587302,0.8021164021164021,0.8270531400966183,0.8555555555555556,0.7869281045751634,0.8222222222222222,0.8358024691358025,0.8013071895424837,0.8786324786324786,0.806060606060606,0.7594771241830065,0.8677248677248677,0.8324786324786325,0.8148148148148149,0.836111111111111,0.8285714285714285,0.8326797385620914
random--la13,0.8026143790849674,0.8183006535947712,0.8065359477124183,0.8065359477124183,0.8261437908496732,1.0,0.8248366013071895,0.7888888888888889,0.8366013071895424,0.8052287581699347,0.8522875816993464,0.8015873015873016,0.788235294117647,0.7968253968253969,0.7843137254901962,0.8091503267973856,0.8405228758169935,0.8156862745098039,0.9163398692810457,0.8143790849673203,0.8143790849673203,0.8478632478632478,0.7803921568627451,0.7830065359477124,0.7947712418300653,0.811965811965812,0.807843137254902,0.8248366013071895,0.7634920634920634,0.7856209150326796
random--la112,0.807843137254902,0.7843137254901961,0.7921568627450981,0.7843137254901961,0.788235294117647,0.8248366013071895,1.0,0.7793650793650794,0.7660130718954248,0.7738562091503268,0.8209150326797385,0.8031746031746032,0.7620915032679738,0.8047619047619048,0.837908496732026,0.8013071895424836,0.8091503267973856,0.7816993464052288,0.7712418300653595,0.7856209150326797,0.7647058823529411,0.8,0.7856209150326797,0.8091503267973856,0.7895424836601307,0.8017094017094017,0.7986928104575164,0.8026143790849674,0.7698412698412699,0.7908496732026145
random--la114,0.8206349206349206,0.853968253968254,0.8253968253968254,0.8920634920634921,0.8587301587301588,0.7888888888888889,0.7793650793650794,1.0,0.7492063492063492,0.7984126984126985,0.846031746031746,0.8,0.8222222222222222,0.8238095238095238,0.7857142857142857,0.8095238095238095,0.8063492063492064,0.8206349206349206,0.8095238095238095,0.8158730158730159,0.8142857142857143,0.8188034188034188,0.8111111111111111,0.8095238095238095,0.8634920634920635,0.7931623931623932,0.7936507936507937,0.853968253968254,0.8412698412698413,0.7873015873015873
random--la104,0.7882352941176471,0.807843137254902,0.7921568627450981,0.8039215686274509,0.796078431372549,0.8366013071895424,0.7660130718954248,0.7492063492063492,1.0,0.8091503267973856,0.7869281045751634,0.7936507936507936,0.7882352941176471,0.7936507936507936,0.7869281045751634,0.8235294117647058,0.7830065359477124,0.788235294117647,0.8130718954248366,0.803921568627451,0.8130718954248366,0.8017094017094017,0.803921568627451,0.8,0.8183006535947712,0.8512820512820514,0.8117647058823529,0.8013071895424837,0.8158730158730159,0.7869281045751634
random--la107,0.8287581699346405,0.8209150326797385,0.8287581699346405,0.8287581699346405,0.8013071895424837,0.8052287581699347,0.7738562091503268,0.7984126984126985,0.8091503267973856,1.0,0.8248366013071895,0.8714285714285714,0.8248366013071895,0.8285714285714285,0.803921568627451,0.8,0.7803921568627451,0.7777777777777778,0.7803921568627451,0.8156862745098039,0.7843137254901961,0.841025641025641,0.7947712418300654,0.7764705882352941,0.8261437908496732,0.8444444444444444,0.7973856209150326,0.7934640522875818,0.7936507936507937,0.8261437908496732
